,domain,layer,dim,problem,repeat,plan_length,plan_found,time
879,ferry,1,2,1_24,0,276.0,True,12.437932252883911
880,ferry,1,2,1_24,1,274.0,True,12.326077461242676
881,ferry,1,2,1_24,2,277.0,True,12.43698239326477
882,ferry,1,2,1_25,0,292.0,True,14.050235986709595
883,ferry,1,2,1_25,1,287.0,True,14.094136953353882
884,ferry,1,2,1_25,2,290.0,True,13.66268539428711
885,ferry,1,2,1_26,0,292.0,True,14.447466135025024
886,ferry,1,2,1_26,1,293.0,True,14.336480379104614
887,ferry,1,2,1_26,2,290.0,True,14.483310222625732
888,ferry,1,2,1_27,0,308.0,True,15.596297264099121
889,ferry,1,2,1_27,1,310.0,True,16.30841851234436
890,ferry,1,2,1_27,2,307.0,True,15.85495376586914
891,ferry,1,2,1_28,0,314.0,True,17.39661192893982
892,ferry,1,2,1_28,1,311.0,True,16.361548900604248
893,ferry,1,2,1_28,2,313.0,True,15.914551973342896
894,ferry,1,2,1_29,0,325.0,True,19.171966075897217
895,ferry,1,2,1_29,1,327.0,True,17.757977724075317
896,ferry,1,2,1_29,2,328.0,True,17.52335548400879
897,ferry,1,2,1_30,0,340.0,True,18.704062700271606
898,ferry,1,2,1_30,1,336.0,True,18.348621368408203
899,ferry,1,2,1_30,2,337.0,True,19.48900866508484
900,ferry,1,2,2_01,0,690.0,True,92.99675273895264
901,ferry,1,2,2_01,1,680.0,True,88.12871241569519
902,ferry,1,2,2_01,2,683.0,True,93.07243824005127
903,ferry,1,2,2_02,0,773.0,True,122.18929123878479
904,ferry,1,2,2_02,1,769.0,True,121.07954549789429
905,ferry,1,2,2_02,2,777.0,True,119.75717496871948
906,ferry,1,2,2_03,0,878.0,True,166.39750218391418
907,ferry,1,2,2_03,1,876.0,True,166.76979732513428
908,ferry,1,2,2_03,2,883.0,True,162.07746934890747
909,ferry,1,2,2_04,0,984.0,True,211.4484350681305
910,ferry,1,2,2_04,1,969.0,True,211.92712306976318
911,ferry,1,2,2_04,2,976.0,True,208.12925267219543
912,ferry,1,2,2_05,0,1057.0,True,274.89001202583313
913,ferry,1,2,2_05,1,1059.0,True,258.0900676250458
914,ferry,1,2,2_05,2,1056.0,True,253.61700439453125
915,ferry,1,2,2_06,0,1166.0,True,324.3470788002014
916,ferry,1,2,2_06,1,1152.0,True,323.51385021209717
917,ferry,1,2,2_06,2,1165.0,True,327.1307134628296
918,ferry,1,2,2_07,0,1244.0,True,393.74456334114075
919,ferry,1,2,2_07,1,1232.0,True,397.758930683136
920,ferry,1,2,2_07,2,1236.0,True,389.0136675834656
921,ferry,1,2,2_08,0,1353.0,True,497.0648901462555
922,ferry,1,2,2_08,1,1349.0,True,488.25869965553284
923,ferry,1,2,2_08,2,1363.0,True,487.8560206890106
924,ferry,1,2,2_09,0,1442.0,True,588.0688519477844
925,ferry,1,2,2_09,1,1434.0,True,566.7997303009033
926,ferry,1,2,2_09,2,1440.0,True,558.5275526046753
927,ferry,1,2,2_10,0,1548.0,True,656.8616919517517
928,ferry,1,2,2_10,1,1536.0,True,652.3955600261688
929,ferry,1,2,2_10,2,1536.0,True,685.0857665538788
930,ferry,1,2,2_11,0,1632.0,True,809.3912310600281
931,ferry,1,2,2_11,1,1621.0,True,774.9900453090668
932,ferry,1,2,2_11,2,1626.0,True,809.7470421791077
933,ferry,1,2,2_12,0,1703.0,True,966.5967397689819
934,ferry,1,2,2_12,1,1699.0,True,887.9497978687286
935,ferry,1,2,2_12,2,1702.0,True,931.9395470619202
936,ferry,1,2,2_13,0,1821.0,True,1074.4318025112152
937,ferry,1,2,2_13,1,1812.0,True,1053.9667990207672
938,ferry,1,2,2_13,2,1810.0,True,1076.432582616806
939,ferry,1,2,2_14,0,1899.0,True,1195.5435519218445
940,ferry,1,2,2_14,1,1881.0,True,1140.297690153122
941,ferry,1,2,2_14,2,1884.0,True,1144.7006165981293
942,ferry,1,2,2_15,0,1987.0,True,1343.6536705493927
943,ferry,1,2,2_15,1,1971.0,True,1432.7982368469238
944,ferry,1,2,2_15,2,1980.0,True,1372.1124987602234
945,ferry,1,2,2_16,0,2085.0,True,1532.5240449905396
946,ferry,1,2,2_16,1,2081.0,True,1550.3946721553802
947,ferry,1,2,2_16,2,2069.0,True,1613.4796724319458
948,ferry,1,2,2_17,0,2181.0,True,1752.5375401973724
949,ferry,1,2,2_17,1,2176.0,True,1711.681554555893
950,ferry,1,2,2_17,2,2174.0,True,1663.6811468601227
951,ferry,1,2,2_18,0,2278.0,True,2069.839555501938
952,ferry,1,2,2_18,1,2264.0,True,1922.668378353119
953,ferry,1,2,2_18,2,2266.0,True,2040.9830701351166
954,ferry,1,2,2_19,0,2361.0,True,2238.999051094055
955,ferry,1,2,2_19,1,2345.0,True,2219.6289439201355
956,ferry,1,2,2_19,2,2354.0,True,2210.9303159713745
957,ferry,1,2,2_20,0,2460.0,True,2372.344511270523
958,ferry,1,2,2_20,1,2441.0,True,2427.9859573841095
959,ferry,1,2,2_20,2,2454.0,True,2472.269003868103
960,ferry,1,2,2_21,0,2565.0,True,2803.3449733257294
961,ferry,1,2,2_21,1,2534.0,True,2679.502060174942
962,ferry,1,2,2_21,2,2548.0,True,2713.9991085529327
963,ferry,1,2,2_22,0,2624.0,True,2875.7102143764496
964,ferry,1,2,2_22,1,2598.0,True,3043.2179312705994
965,ferry,1,2,2_22,2,2616.0,True,3094.947035074234
966,ferry,1,2,2_23,0,2742.0,True,3314.744279384613
967,ferry,1,2,2_23,1,2716.0,True,3229.148532629013
968,ferry,1,2,2_23,2,2723.0,True,3374.103630065918
969,ferry,1,2,2_24,0,2837.0,True,3547.298582792282
970,ferry,1,2,2_24,1,2809.0,True,3614.3699655532837
971,ferry,1,2,2_24,2,2819.0,True,3558.117274045944
972,ferry,1,2,2_25,0,2920.0,True,3939.1359674930573
973,ferry,1,2,2_25,1,2896.0,True,3869.6507427692413
974,ferry,1,2,2_25,2,2902.0,True,4264.824615240097
975,ferry,1,2,2_26,0,3015.0,True,4213.198506116867
976,ferry,1,2,2_26,1,3000.0,True,4375.6865429878235
977,ferry,1,2,2_26,2,3005.0,True,4364.446449518204
978,ferry,1,2,2_27,0,3101.0,True,4700.499252080917
979,ferry,1,2,2_27,1,3090.0,True,4818.2060351371765
980,ferry,1,2,2_27,2,3082.0,True,4780.309053897858
981,ferry,1,2,2_28,0,3194.0,True,5069.743540763855
982,ferry,1,2,2_28,1,3181.0,True,5170.120452880859
983,ferry,1,2,2_28,2,3184.0,True,5158.0537350177765
984,ferry,1,2,2_29,0,3258.0,True,5473.272660970688
985,ferry,1,2,2_29,1,3242.0,True,5650.101900339127
986,ferry,1,2,2_29,2,3256.0,True,5572.80500626564
987,ferry,1,2,2_30,0,3398.0,True,5977.092114448547
988,ferry,1,2,2_30,1,3385.0,True,6122.402997255325
989,ferry,1,2,2_30,2,3390.0,True,6180.870198726654
990,ferry,2,1,0_01,0,8.0,True,0.26621103286743164
991,ferry,2,1,0_01,1,8.0,True,0.22176694869995117
992,ferry,2,1,0_01,2,8.0,True,0.23503446578979492
993,ferry,2,1,0_02,0,8.0,True,0.24933934211730957
994,ferry,2,1,0_02,1,8.0,True,0.3299691677093506
995,ferry,2,1,0_02,2,8.0,True,0.33335065841674805
996,ferry,2,1,0_03,0,12.0,True,0.40439772605895996
997,ferry,2,1,0_03,1,12.0,True,0.3414163589477539
998,ferry,2,1,0_03,2,12.0,True,0.45620083808898926
999,ferry,2,1,0_04,0,11.0,True,0.3300354480743408
1000,ferry,2,1,0_04,1,12.0,True,0.4187154769897461
1001,ferry,2,1,0_04,2,11.0,True,0.33840179443359375
1002,ferry,2,1,0_05,0,15.0,True,0.3598144054412842
1003,ferry,2,1,0_05,1,15.0,True,0.5419306755065918
1004,ferry,2,1,0_05,2,15.0,True,0.4990420341491699
1005,ferry,2,1,0_06,0,18.0,True,0.45358848571777344
1006,ferry,2,1,0_06,1,20.0,True,0.47423815727233887
1007,ferry,2,1,0_06,2,18.0,True,0.4604959487915039
1008,ferry,2,1,0_07,0,19.0,True,0.7841436862945557
1009,ferry,2,1,0_07,1,19.0,True,0.7061519622802734
1010,ferry,2,1,0_07,2,19.0,True,0.6215970516204834
1011,ferry,2,1,0_08,0,23.0,True,0.75846266746521
1012,ferry,2,1,0_08,1,23.0,True,0.586169958114624
1013,ferry,2,1,0_08,2,23.0,True,0.622427225112915
1014,ferry,2,1,0_09,0,24.0,True,0.7252979278564453
1015,ferry,2,1,0_09,1,25.0,True,0.8489017486572266
1016,ferry,2,1,0_09,2,24.0,True,0.6209638118743896
1017,ferry,2,1,0_10,0,26.0,True,0.7458136081695557
1018,ferry,2,1,0_10,1,26.0,True,0.6961398124694824
1019,ferry,2,1,0_10,2,27.0,True,0.691370964050293
1020,ferry,2,1,0_11,0,30.0,True,0.704031229019165
1021,ferry,2,1,0_11,1,30.0,True,0.7638533115386963
1022,ferry,2,1,0_11,2,30.0,True,0.9124910831451416
1023,ferry,2,1,0_12,0,29.0,True,0.9658641815185547
1024,ferry,2,1,0_12,1,29.0,True,1.050715446472168
1025,ferry,2,1,0_12,2,29.0,True,0.7586233615875244
1026,ferry,2,1,0_13,0,32.0,True,0.8448715209960938
1027,ferry,2,1,0_13,1,33.0,True,0.9417970180511475
1028,ferry,2,1,0_13,2,32.0,True,0.779315710067749
1029,ferry,2,1,0_14,0,34.0,True,1.04188871383667
1030,ferry,2,1,0_14,1,36.0,True,1.099245309829712
1031,ferry,2,1,0_14,2,35.0,True,1.0677356719970703
1032,ferry,2,1,0_15,0,37.0,True,1.067918300628662
1033,ferry,2,1,0_15,1,38.0,True,1.037522554397583
1034,ferry,2,1,0_15,2,38.0,True,1.0271286964416504
1035,ferry,2,1,0_16,0,42.0,True,1.2104806900024414
1036,ferry,2,1,0_16,1,40.0,True,1.0595250129699707
1037,ferry,2,1,0_16,2,40.0,True,1.0256927013397217
1038,ferry,2,1,0_17,0,45.0,True,1.150749683380127
1039,ferry,2,1,0_17,1,45.0,True,1.2822375297546387
1040,ferry,2,1,0_17,2,45.0,True,1.2216713428497314
1041,ferry,2,1,0_18,0,42.0,True,1.159292221069336
1042,ferry,2,1,0_18,1,42.0,True,1.2728204727172852
1043,ferry,2,1,0_18,2,41.0,True,1.08559250831604
1044,ferry,2,1,0_19,0,46.0,True,1.2747340202331543
1045,ferry,2,1,0_19,1,44.0,True,1.3887691497802734
1046,ferry,2,1,0_19,2,46.0,True,1.2455577850341797
1047,ferry,2,1,0_20,0,50.0,True,1.3268284797668457
1048,ferry,2,1,0_20,1,51.0,True,1.400012731552124
1049,ferry,2,1,0_20,2,52.0,True,1.4250741004943848
1050,ferry,2,1,0_21,0,50.0,True,1.3901875019073486
1051,ferry,2,1,0_21,1,52.0,True,1.62251615524292
1052,ferry,2,1,0_21,2,51.0,True,1.3663825988769531
1053,ferry,2,1,0_22,0,51.0,True,1.4619133472442627
1054,ferry,2,1,0_22,1,52.0,True,1.4099647998809814
1055,ferry,2,1,0_22,2,52.0,True,1.4332876205444336
1056,ferry,2,1,0_23,0,52.0,True,1.4987919330596924
1057,ferry,2,1,0_23,1,54.0,True,1.4249014854431152
1058,ferry,2,1,0_23,2,53.0,True,1.9275379180908203
1059,ferry,2,1,0_24,0,59.0,True,1.7086763381958008
1060,ferry,2,1,0_24,1,59.0,True,1.6812987327575684
1061,ferry,2,1,0_24,2,59.0,True,2.5572097301483154
1062,ferry,2,1,0_25,0,61.0,True,1.9211044311523438
1063,ferry,2,1,0_25,1,61.0,True,1.8469185829162598
1064,ferry,2,1,0_25,2,63.0,True,2.1575608253479004
1065,ferry,2,1,0_26,0,60.0,True,1.7470922470092773
1066,ferry,2,1,0_26,1,63.0,True,1.863699197769165
1067,ferry,2,1,0_26,2,60.0,True,1.7291204929351807
1068,ferry,2,1,0_27,0,62.0,True,1.817650318145752
1069,ferry,2,1,0_27,1,62.0,True,1.9148468971252441
1070,ferry,2,1,0_27,2,61.0,True,1.8103082180023193
1071,ferry,2,1,0_28,0,68.0,True,2.1403048038482666
1072,ferry,2,1,0_28,1,68.0,True,2.0339043140411377
1073,ferry,2,1,0_28,2,69.0,True,2.0912885665893555
1074,ferry,2,1,0_29,0,65.0,True,2.1166892051696777
1075,ferry,2,1,0_29,1,65.0,True,2.115102529525757
1076,ferry,2,1,0_29,2,68.0,True,2.199763536453247
1077,ferry,2,1,0_30,0,73.0,True,2.307481288909912
1078,ferry,2,1,0_30,1,75.0,True,2.2645761966705322
1079,ferry,2,1,0_30,2,74.0,True,2.1163227558135986
1080,ferry,2,1,1_01,0,36.0,True,1.1749374866485596
1081,ferry,2,1,1_01,1,37.0,True,1.2216708660125732
1082,ferry,2,1,1_01,2,36.0,True,1.0101709365844727
1083,ferry,2,1,1_02,0,48.0,True,1.372293472290039
1084,ferry,2,1,1_02,1,49.0,True,1.4243693351745605
1085,ferry,2,1,1_02,2,48.0,True,1.4068498611450195
1086,ferry,2,1,1_03,0,62.0,True,1.9319539070129395
1087,ferry,2,1,1_03,1,61.0,True,1.8755698204040527
1088,ferry,2,1,1_03,2,61.0,True,1.9763071537017822
1089,ferry,2,1,1_04,0,68.0,True,2.302565813064575
1090,ferry,2,1,1_04,1,69.0,True,2.25653076171875
1091,ferry,2,1,1_04,2,68.0,True,2.2438719272613525
1092,ferry,2,1,1_05,0,76.0,True,2.5435705184936523
1093,ferry,2,1,1_05,1,79.0,True,3.0065979957580566
1094,ferry,2,1,1_05,2,76.0,True,2.738831043243408
1095,ferry,2,1,1_06,0,92.0,True,3.4050204753875732
1096,ferry,2,1,1_06,1,95.0,True,3.998192310333252
1097,ferry,2,1,1_06,2,91.0,True,3.476928949356079
1098,ferry,2,1,1_07,0,101.0,True,4.201077222824097
1099,ferry,2,1,1_07,1,104.0,True,4.213736057281494
1100,ferry,2,1,1_07,2,102.0,True,4.060474872589111
1101,ferry,2,1,1_08,0,107.0,True,4.566492319107056
1102,ferry,2,1,1_08,1,107.0,True,4.883011102676392
1103,ferry,2,1,1_08,2,106.0,True,4.41050124168396
1104,ferry,2,1,1_09,0,121.0,True,4.886850595474243
1105,ferry,2,1,1_09,1,124.0,True,4.980249404907227
1106,ferry,2,1,1_09,2,124.0,True,5.677486181259155
1107,ferry,2,1,1_10,0,133.0,True,5.931386709213257
1108,ferry,2,1,1_10,1,132.0,True,5.580638647079468
1109,ferry,2,1,1_10,2,131.0,True,5.611027479171753
1110,ferry,2,1,1_11,0,141.0,True,6.537030220031738
1111,ferry,2,1,1_11,1,145.0,True,6.459617614746094
1112,ferry,2,1,1_11,2,144.0,True,6.632946252822876
1113,ferry,2,1,1_12,0,154.0,True,7.307742357254028
1114,ferry,2,1,1_12,1,161.0,True,7.365244150161743
1115,ferry,2,1,1_12,2,155.0,True,7.418716907501221
1116,ferry,2,1,1_13,0,164.0,True,8.34708046913147
1117,ferry,2,1,1_13,1,162.0,True,8.06931447982788
1118,ferry,2,1,1_13,2,163.0,True,8.163274765014648
1119,ferry,2,1,1_14,0,168.0,True,8.855023384094238
1120,ferry,2,1,1_14,1,173.0,True,8.857291460037231
1121,ferry,2,1,1_14,2,171.0,True,8.890429735183716
1122,ferry,2,1,1_15,0,180.0,True,10.184925317764282
1123,ferry,2,1,1_15,1,185.0,True,10.04084324836731
1124,ferry,2,1,1_15,2,184.0,True,10.640814304351807
1125,ferry,2,1,1_16,0,193.0,True,11.337772607803345
1126,ferry,2,1,1_16,1,194.0,True,11.421505689620972
1127,ferry,2,1,1_16,2,194.0,True,12.339680910110474
1128,ferry,2,1,1_17,0,199.0,True,11.628543138504028
1129,ferry,2,1,1_17,1,203.0,True,12.215558767318726
1130,ferry,2,1,1_17,2,202.0,True,11.997639656066895
1131,ferry,2,1,1_18,0,209.0,True,13.169212579727173
1132,ferry,2,1,1_18,1,211.0,True,13.074767112731934
1133,ferry,2,1,1_18,2,212.0,True,14.053845167160034
1134,ferry,2,1,1_19,0,230.0,True,14.391847372055054
1135,ferry,2,1,1_19,1,234.0,True,16.18874979019165
1136,ferry,2,1,1_19,2,234.0,True,14.930013179779053
1137,ferry,2,1,1_20,0,227.0,True,15.131846189498901
1138,ferry,2,1,1_20,1,232.0,True,16.339377641677856
1139,ferry,2,1,1_20,2,228.0,True,14.903653144836426
1140,ferry,2,1,1_21,0,241.0,True,17.14993977546692
1141,ferry,2,1,1_21,1,245.0,True,17.77752161026001
1142,ferry,2,1,1_21,2,241.0,True,17.44642686843872
1143,ferry,2,1,1_22,0,251.0,True,18.4035484790802
1144,ferry,2,1,1_22,1,251.0,True,18.332908153533936
1145,ferry,2,1,1_22,2,254.0,True,18.923518180847168
1146,ferry,2,1,1_23,0,267.0,True,20.502760648727417
1147,ferry,2,1,1_23,1,273.0,True,21.45989465713501
1148,ferry,2,1,1_23,2,271.0,True,23.642331838607788
1149,ferry,2,1,1_24,0,275.0,True,21.36145782470703
1150,ferry,2,1,1_24,1,279.0,True,22.932209253311157
1151,ferry,2,1,1_24,2,279.0,True,25.045471906661987
1152,ferry,2,1,1_25,0,289.0,True,24.77129626274109
1153,ferry,2,1,1_25,1,294.0,True,25.01642394065857
1154,ferry,2,1,1_25,2,290.0,True,30.813339710235596
1155,ferry,2,1,1_26,0,291.0,True,24.589524507522583
1156,ferry,2,1,1_26,1,300.0,True,26.35828709602356
1157,ferry,2,1,1_26,2,296.0,True,24.930766344070435
1158,ferry,2,1,1_27,0,308.0,True,26.16148853302002
1159,ferry,2,1,1_27,1,312.0,True,30.870274543762207
1160,ferry,2,1,1_27,2,314.0,True,27.914079427719116
1161,ferry,2,1,1_28,0,315.0,True,28.171537160873413
1162,ferry,2,1,1_28,1,316.0,True,29.054099559783936
1163,ferry,2,1,1_28,2,315.0,True,28.715177297592163
1164,ferry,2,1,1_29,0,326.0,True,30.63790273666382
1165,ferry,2,1,1_29,1,330.0,True,31.040499925613403
1166,ferry,2,1,1_29,2,330.0,True,32.45405673980713
1167,ferry,2,1,1_30,0,340.0,True,33.25801396369934
1168,ferry,2,1,1_30,1,344.0,True,34.73954439163208
1169,ferry,2,1,1_30,2,345.0,True,33.82481360435486
1170,ferry,2,1,2_01,0,690.0,True,189.08976316452026
1171,ferry,2,1,2_01,1,691.0,True,183.0527708530426
1172,ferry,2,1,2_01,2,694.0,True,189.556090593338
1173,ferry,2,1,2_02,0,773.0,True,260.07038736343384
1174,ferry,2,1,2_02,1,786.0,True,256.96176958084106
1175,ferry,2,1,2_02,2,780.0,True,258.6189589500427
1176,ferry,2,1,2_03,0,875.0,True,350.8295736312866
1177,ferry,2,1,2_03,1,888.0,True,362.286926984787
1178,ferry,2,1,2_03,2,886.0,True,352.7533142566681
1179,ferry,2,1,2_04,0,976.0,True,463.2408037185669
1180,ferry,2,1,2_04,1,986.0,True,463.1582102775574
1181,ferry,2,1,2_04,2,989.0,True,461.56326818466187
1182,ferry,2,1,2_05,0,1054.0,True,567.0406858921051
1183,ferry,2,1,2_05,1,1058.0,True,577.2596478462219
1184,ferry,2,1,2_05,2,1074.0,True,577.8537118434906
1185,ferry,2,1,2_06,0,1153.0,True,728.4954295158386
1186,ferry,2,1,2_06,1,1183.0,True,751.374641418457
1187,ferry,2,1,2_06,2,1164.0,True,750.0626509189606
1188,ferry,2,1,2_07,0,1253.0,True,945.0611913204193
1189,ferry,2,1,2_07,1,1265.0,True,935.4669995307922
1190,ferry,2,1,2_07,2,1247.0,True,896.1633725166321
1191,ferry,2,1,2_08,0,1358.0,True,1099.0877575874329
1192,ferry,2,1,2_08,1,1372.0,True,1093.1316754817963
1193,ferry,2,1,2_08,2,1362.0,True,1124.0288636684418
1194,ferry,2,1,2_09,0,1441.0,True,1405.242959022522
1195,ferry,2,1,2_09,1,1458.0,True,1311.2446358203888
1196,ferry,2,1,2_09,2,1459.0,True,1371.005910396576
1197,ferry,2,1,2_10,0,1536.0,True,1628.4922995567322
1198,ferry,2,1,2_10,1,1560.0,True,1590.1804659366608
1199,ferry,2,1,2_10,2,1548.0,True,1563.6579086780548
1200,ferry,2,1,2_11,0,1628.0,True,1864.2059106826782
1201,ferry,2,1,2_11,1,1655.0,True,1873.2331154346466
1202,ferry,2,1,2_11,2,1648.0,True,1878.0031332969666
1203,ferry,2,1,2_12,0,1710.0,True,2217.6672732830048
1204,ferry,2,1,2_12,1,1711.0,True,2188.148458003998
1205,ferry,2,1,2_12,2,1715.0,True,2216.3158526420593
1206,ferry,2,1,2_13,0,1813.0,True,2550.1971650123596
1207,ferry,2,1,2_13,1,1837.0,True,2873.9394273757935
1208,ferry,2,1,2_13,2,1835.0,True,2594.567517518997
1209,ferry,2,1,2_14,0,1900.0,True,2877.070124387741
1210,ferry,2,1,2_14,1,1907.0,True,2835.6278114318848
1211,ferry,2,1,2_14,2,1906.0,True,2928.0654854774475
1212,ferry,2,1,2_15,0,1983.0,True,3314.0544295310974
1213,ferry,2,1,2_15,1,2006.0,True,3419.154765367508
1214,ferry,2,1,2_15,2,2001.0,True,3489.144019842148
1215,ferry,2,1,2_16,0,2085.0,True,3765.8362448215485
1216,ferry,2,1,2_16,1,2112.0,True,3764.841381549835
1217,ferry,2,1,2_16,2,2090.0,True,3907.899960756302
1218,ferry,2,1,2_17,0,2174.0,True,4260.356751441956
1219,ferry,2,1,2_17,1,2199.0,True,4275.917450904846
1220,ferry,2,1,2_17,2,2197.0,True,4351.216014146805
1221,ferry,2,1,2_18,0,2279.0,True,4905.115032911301
1222,ferry,2,1,2_18,1,2298.0,True,5071.083774328232
1223,ferry,2,1,2_18,2,2288.0,True,4805.4500596523285
1224,ferry,2,1,2_19,0,2364.0,True,5639.641890048981
1225,ferry,2,1,2_19,1,2396.0,True,5855.228846073151
1226,ferry,2,1,2_19,2,2377.0,True,5667.139029741287
1227,ferry,2,1,2_20,0,2451.0,True,6050.985956192017
1228,ferry,2,1,2_20,1,2477.0,True,6155.67421579361
1229,ferry,2,1,2_20,2,2482.0,True,6152.232441902161
1230,ferry,2,1,2_21,0,2541.0,True,6737.198601961136
1231,ferry,2,1,2_21,1,2580.0,True,7113.616192102432
1232,ferry,2,1,2_21,2,2573.0,True,6759.884721755981
1233,ferry,2,1,2_22,0,2625.0,True,7415.771043777466
1234,ferry,2,1,2_22,1,2648.0,True,7735.244162321091
1235,ferry,2,1,2_22,2,2644.0,True,7426.16925406456
1236,ferry,2,1,2_23,0,2738.0,True,8360.065723896027
1237,ferry,2,1,2_23,1,2769.0,True,8771.283405542374
1238,ferry,2,1,2_23,2,2758.0,True,8358.102488994598
1239,ferry,2,1,2_24,0,2814.0,True,9430.10664510727
1240,ferry,2,1,2_24,1,2857.0,True,9308.61366391182
1241,ferry,2,1,2_24,2,2842.0,True,8952.596986055374
1242,ferry,2,1,2_25,0,2897.0,True,10284.206758499146
1243,ferry,2,1,2_25,1,2934.0,True,10536.521795511246
1244,ferry,2,1,2_25,2,2923.0,True,10932.423092842102
1245,ferry,2,1,2_26,0,3011.0,True,11832.607384443283
1246,ferry,2,1,2_26,1,3042.0,True,12738.53067779541
1247,ferry,2,1,2_26,2,3019.0,True,11353.218657970428
1248,ferry,2,1,2_27,0,3092.0,True,13105.644406318665
1249,ferry,2,1,2_27,1,3140.0,True,11905.579423189163
1250,ferry,2,1,2_27,2,3131.0,True,12953.703929185867
1251,ferry,2,1,2_28,0,3195.0,True,13476.099183797836
1252,ferry,2,1,2_28,1,3219.0,True,14248.169802188873
1253,ferry,2,1,2_28,2,3204.0,True,14410.546686172485
1254,ferry,2,1,2_29,0,3278.0,True,14654.611269950867
1255,ferry,2,1,2_29,1,3297.0,True,16202.334483385086
1256,ferry,2,1,2_29,2,3290.0,True,14518.983416318893
1257,ferry,2,1,2_30,0,3393.0,True,15670.107199192047
1258,ferry,2,1,2_30,1,3434.0,True,16240.682403564453
1259,ferry,2,1,2_30,2,3427.0,True,15897.752748727798
1260,ferry,2,2,0_01,0,8.0,True,0.3556509017944336
1261,ferry,2,2,0_01,1,8.0,True,0.23898983001708984
1262,ferry,2,2,0_01,2,8.0,True,0.24767422676086426
1263,ferry,2,2,0_02,0,8.0,True,0.218336820602417
1264,ferry,2,2,0_02,1,8.0,True,0.23517656326293945
1265,ferry,2,2,0_02,2,8.0,True,0.22455334663391113
1266,ferry,2,2,0_03,0,12.0,True,0.4901413917541504
1267,ferry,2,2,0_03,1,12.0,True,0.34662318229675293
1268,ferry,2,2,0_03,2,12.0,True,0.38123393058776855
1269,ferry,2,2,0_04,0,11.0,True,0.29910755157470703
1270,ferry,2,2,0_04,1,11.0,True,0.26320600509643555
1271,ferry,2,2,0_04,2,11.0,True,0.2865293025970459
1272,ferry,2,2,0_05,0,15.0,True,0.3862166404724121
1273,ferry,2,2,0_05,1,15.0,True,0.393967866897583
1274,ferry,2,2,0_05,2,15.0,True,0.5466876029968262
1275,ferry,2,2,0_06,0,18.0,True,0.43195080757141113
1276,ferry,2,2,0_06,1,18.0,True,0.5919528007507324
1277,ferry,2,2,0_06,2,18.0,True,0.5990655422210693
1278,ferry,2,2,0_07,0,19.0,True,0.5779473781585693
1279,ferry,2,2,0_07,1,19.0,True,0.4717137813568115
1280,ferry,2,2,0_07,2,19.0,True,0.43919873237609863
1281,ferry,2,2,0_08,0,23.0,True,0.6590754985809326
1282,ferry,2,2,0_08,1,23.0,True,0.6344234943389893
1283,ferry,2,2,0_08,2,23.0,True,0.6489074230194092
1284,ferry,2,2,0_09,0,24.0,True,0.7087347507476807
1285,ferry,2,2,0_09,1,24.0,True,0.8725399971008301
1286,ferry,2,2,0_09,2,24.0,True,0.7830603122711182
1287,ferry,2,2,0_10,0,26.0,True,0.7283165454864502
1288,ferry,2,2,0_10,1,26.0,True,0.7935826778411865
1289,ferry,2,2,0_10,2,26.0,True,0.6377174854278564
1290,ferry,2,2,0_11,0,30.0,True,0.8054180145263672
1291,ferry,2,2,0_11,1,30.0,True,0.7630550861358643
1292,ferry,2,2,0_11,2,30.0,True,0.8169748783111572
1293,ferry,2,2,0_12,0,29.0,True,0.8719429969787598
1294,ferry,2,2,0_12,1,29.0,True,0.7316246032714844
1295,ferry,2,2,0_12,2,29.0,True,0.8250908851623535
1296,ferry,2,2,0_13,0,32.0,True,0.9227967262268066
1297,ferry,2,2,0_13,1,33.0,True,1.0396032333374023
1298,ferry,2,2,0_13,2,32.0,True,1.0764243602752686
1299,ferry,2,2,0_14,0,34.0,True,1.406557321548462
1300,ferry,2,2,0_14,1,34.0,True,0.9837698936462402
1301,ferry,2,2,0_14,2,34.0,True,0.9577350616455078
1302,ferry,2,2,0_15,0,37.0,True,0.9522411823272705
1303,ferry,2,2,0_15,1,38.0,True,1.087130069732666
1304,ferry,2,2,0_15,2,37.0,True,1.0966112613677979
1305,ferry,2,2,0_16,0,42.0,True,1.1557772159576416
1306,ferry,2,2,0_16,1,40.0,True,0.9851827621459961
1307,ferry,2,2,0_16,2,39.0,True,0.9921410083770752
1308,ferry,2,2,0_17,0,45.0,True,1.207895278930664
1309,ferry,2,2,0_17,1,45.0,True,1.0808758735656738
1310,ferry,2,2,0_17,2,45.0,True,1.1722280979156494
1311,ferry,2,2,0_18,0,42.0,True,1.2714979648590088
1312,ferry,2,2,0_18,1,41.0,True,1.21773362159729
1313,ferry,2,2,0_18,2,42.0,True,1.326848030090332
1314,ferry,2,2,0_19,0,46.0,True,1.270117998123169
1315,ferry,2,2,0_19,1,44.0,True,1.169398546218872
1316,ferry,2,2,0_19,2,45.0,True,1.2490761280059814
1317,ferry,2,2,0_20,0,50.0,True,1.2938549518585205
1318,ferry,2,2,0_20,1,52.0,True,1.738283395767212
1319,ferry,2,2,0_20,2,51.0,True,1.5883715152740479
1320,ferry,2,2,0_21,0,50.0,True,1.513432502746582
1321,ferry,2,2,0_21,1,49.0,True,1.421173334121704
