,domain,layer,dim,problem,repeat,plan_length,plan_found,time
427,blocksworld,1,2,2_19,2,1184.0,True,972.9396317005157
428,blocksworld,1,2,2_20,1,1280.0,True,1081.3052134513855
429,blocksworld,1,2,2_20,2,1292.0,True,1330.3925547599792
430,blocksworld,1,2,2_21,1,1252.0,True,1082.6053848266602
431,blocksworld,1,2,2_21,2,1262.0,True,1103.761123418808
432,blocksworld,1,2,2_22,1,1370.0,True,1708.8159668445587
433,blocksworld,1,2,2_22,2,1386.0,True,1683.8997461795807
434,blocksworld,1,2,2_23,1,1388.0,True,1581.804773569107
435,blocksworld,1,2,2_23,2,1398.0,True,1745.8178765773773
436,blocksworld,1,2,2_24,1,1398.0,True,1408.4202678203583
437,blocksworld,1,2,2_24,2,1400.0,True,1449.485592842102
438,blocksworld,1,2,2_25,1,1420.0,True,1721.3421964645386
439,blocksworld,1,2,2_25,2,1428.0,True,1578.9919986724854
440,blocksworld,1,2,2_26,1,1484.0,True,1844.7251183986664
441,blocksworld,1,2,2_26,2,1492.0,True,1909.566070318222
442,blocksworld,1,2,2_27,1,1552.0,True,2155.455785512924
443,blocksworld,1,2,2_27,2,1538.0,True,2274.1994745731354
444,blocksworld,1,2,2_28,1,1556.0,True,2059.0130009651184
445,blocksworld,1,2,2_28,2,1566.0,True,1888.095763683319
446,blocksworld,1,2,2_29,1,1572.0,True,2029.1844589710236
447,blocksworld,1,2,2_29,2,1586.0,True,1956.6323924064636
448,blocksworld,1,2,2_30,1,1698.0,True,2573.7345311641693
449,blocksworld,1,2,2_30,2,1702.0,True,2610.79633641243
450,ferry,1,1,0_01,0,8.0,True,0.3042004108428955
451,ferry,1,1,0_01,1,8.0,True,0.3691589832305908
452,ferry,1,1,0_01,2,8.0,True,0.28380393981933594
453,ferry,1,1,0_02,0,8.0,True,0.21558141708374023
454,ferry,1,1,0_02,1,8.0,True,0.18390488624572754
455,ferry,1,1,0_02,2,8.0,True,0.35501766204833984
456,ferry,1,1,0_03,0,12.0,True,0.46520185470581055
457,ferry,1,1,0_03,1,12.0,True,0.25861668586730957
458,ferry,1,1,0_03,2,12.0,True,0.25352048873901367
459,ferry,1,1,0_04,0,11.0,True,0.2718486785888672
460,ferry,1,1,0_04,1,11.0,True,0.2774946689605713
461,ferry,1,1,0_04,2,12.0,True,0.3485286235809326
462,ferry,1,1,0_05,0,15.0,True,0.3606417179107666
463,ferry,1,1,0_05,1,15.0,True,0.44599413871765137
464,ferry,1,1,0_05,2,15.0,True,0.3967854976654053
465,ferry,1,1,0_06,0,20.0,True,0.5139579772949219
466,ferry,1,1,0_06,1,18.0,True,0.5443165302276611
467,ferry,1,1,0_06,2,20.0,True,0.49913668632507324
468,ferry,1,1,0_07,0,19.0,True,0.5087828636169434
469,ferry,1,1,0_07,1,19.0,True,0.5639827251434326
470,ferry,1,1,0_07,2,20.0,True,0.4311521053314209
471,ferry,1,1,0_08,0,23.0,True,0.5462901592254639
472,ferry,1,1,0_08,1,23.0,True,0.6024091243743896
473,ferry,1,1,0_08,2,23.0,True,0.5671780109405518
474,ferry,1,1,0_09,0,26.0,True,0.5001728534698486
475,ferry,1,1,0_09,1,24.0,True,0.5888791084289551
476,ferry,1,1,0_09,2,26.0,True,0.4660220146179199
477,ferry,1,1,0_10,0,26.0,True,0.6797661781311035
478,ferry,1,1,0_10,1,26.0,True,0.5428273677825928
479,ferry,1,1,0_10,2,26.0,True,0.6209166049957275
480,ferry,1,1,0_11,0,31.0,True,0.7621715068817139
481,ferry,1,1,0_11,1,30.0,True,0.6150481700897217
482,ferry,1,1,0_11,2,31.0,True,0.7836527824401855
483,ferry,1,1,0_12,0,29.0,True,0.6089632511138916
484,ferry,1,1,0_12,1,29.0,True,0.663684606552124
485,ferry,1,1,0_12,2,29.0,True,0.6158087253570557
486,ferry,1,1,0_13,0,32.0,True,0.6855995655059814
487,ferry,1,1,0_13,1,31.0,True,0.8633530139923096
488,ferry,1,1,0_13,2,32.0,True,0.6478075981140137
489,ferry,1,1,0_14,0,35.0,True,0.8098890781402588
490,ferry,1,1,0_14,1,34.0,True,0.7496442794799805
491,ferry,1,1,0_14,2,34.0,True,0.8279697895050049
492,ferry,1,1,0_15,0,37.0,True,0.7442939281463623
493,ferry,1,1,0_15,1,38.0,True,0.8942892551422119
494,ferry,1,1,0_15,2,37.0,True,0.7799463272094727
495,ferry,1,1,0_16,0,40.0,True,0.8967368602752686
496,ferry,1,1,0_16,1,40.0,True,1.0074477195739746
497,ferry,1,1,0_16,2,41.0,True,1.0588178634643555
498,ferry,1,1,0_17,0,46.0,True,1.0360658168792725
499,ferry,1,1,0_17,1,45.0,True,0.8554611206054688
500,ferry,1,1,0_17,2,45.0,True,1.083348274230957
501,ferry,1,1,0_18,0,41.0,True,0.9676516056060791
502,ferry,1,1,0_18,1,41.0,True,1.123434066772461
503,ferry,1,1,0_18,2,43.0,True,0.9520053863525391
504,ferry,1,1,0_19,0,47.0,True,1.0282025337219238
505,ferry,1,1,0_19,1,44.0,True,1.0750446319580078
506,ferry,1,1,0_19,2,47.0,True,1.0714261531829834
507,ferry,1,1,0_20,0,52.0,True,1.00356125831604
508,ferry,1,1,0_20,1,51.0,True,1.1920344829559326
509,ferry,1,1,0_20,2,51.0,True,1.3163135051727295
510,ferry,1,1,0_21,0,50.0,True,1.082165002822876
511,ferry,1,1,0_21,1,51.0,True,1.0934243202209473
512,ferry,1,1,0_21,2,51.0,True,1.197394609451294
513,ferry,1,1,0_22,0,50.0,True,1.212721586227417
514,ferry,1,1,0_22,1,50.0,True,1.1211299896240234
515,ferry,1,1,0_22,2,51.0,True,1.1709535121917725
516,ferry,1,1,0_23,0,53.0,True,1.214151382446289
517,ferry,1,1,0_23,1,54.0,True,1.2214174270629883
518,ferry,1,1,0_23,2,55.0,True,1.2627551555633545
519,ferry,1,1,0_24,0,57.0,True,1.231889247894287
520,ferry,1,1,0_24,1,58.0,True,1.275249719619751
521,ferry,1,1,0_24,2,59.0,True,1.4546935558319092
522,ferry,1,1,0_25,0,63.0,True,1.4277069568634033
523,ferry,1,1,0_25,1,62.0,True,1.335496425628662
524,ferry,1,1,0_25,2,62.0,True,1.503739356994629
525,ferry,1,1,0_26,0,62.0,True,1.6090874671936035
526,ferry,1,1,0_26,1,60.0,True,1.698629379272461
527,ferry,1,1,0_26,2,62.0,True,1.5852043628692627
528,ferry,1,1,0_27,0,60.0,True,1.340440034866333
529,ferry,1,1,0_27,1,61.0,True,1.4399940967559814
530,ferry,1,1,0_27,2,62.0,True,1.3461322784423828
531,ferry,1,1,0_28,0,69.0,True,1.5862603187561035
532,ferry,1,1,0_28,1,67.0,True,1.5478971004486084
533,ferry,1,1,0_28,2,69.0,True,1.565371036529541
534,ferry,1,1,0_29,0,69.0,True,1.6752467155456543
535,ferry,1,1,0_29,1,65.0,True,1.640058994293213
536,ferry,1,1,0_29,2,68.0,True,1.5582592487335205
537,ferry,1,1,0_30,0,75.0,True,1.7035353183746338
538,ferry,1,1,0_30,1,74.0,True,1.7223927974700928
539,ferry,1,1,0_30,2,76.0,True,1.7802486419677734
540,ferry,1,1,1_01,0,36.0,True,0.8618307113647461
541,ferry,1,1,1_01,1,36.0,True,0.9433543682098389
542,ferry,1,1,1_01,2,37.0,True,0.9324491024017334
543,ferry,1,1,1_02,0,48.0,True,1.0415170192718506
544,ferry,1,1,1_02,1,48.0,True,1.171111822128296
545,ferry,1,1,1_02,2,48.0,True,1.102278232574463
546,ferry,1,1,1_03,0,61.0,True,2.2294528484344482
547,ferry,1,1,1_03,1,61.0,True,1.4408137798309326
548,ferry,1,1,1_03,2,63.0,True,1.5158121585845947
549,ferry,1,1,1_04,0,69.0,True,1.7499773502349854
550,ferry,1,1,1_04,1,69.0,True,1.5393142700195312
551,ferry,1,1,1_04,2,69.0,True,1.5200166702270508
552,ferry,1,1,1_05,0,77.0,True,2.0300114154815674
553,ferry,1,1,1_05,1,78.0,True,2.0528061389923096
554,ferry,1,1,1_05,2,78.0,True,1.9646737575531006
555,ferry,1,1,1_06,0,92.0,True,2.537842035293579
556,ferry,1,1,1_06,1,91.0,True,2.334657907485962
557,ferry,1,1,1_06,2,90.0,True,2.3109848499298096
558,ferry,1,1,1_07,0,101.0,True,3.111579418182373
559,ferry,1,1,1_07,1,102.0,True,2.618878126144409
560,ferry,1,1,1_07,2,104.0,True,2.7400941848754883
561,ferry,1,1,1_08,0,108.0,True,3.5297577381134033
562,ferry,1,1,1_08,1,107.0,True,2.956207275390625
563,ferry,1,1,1_08,2,110.0,True,3.3666088581085205
564,ferry,1,1,1_09,0,127.0,True,3.4522151947021484
565,ferry,1,1,1_09,1,122.0,True,3.623613119125366
566,ferry,1,1,1_09,2,122.0,True,4.053800821304321
567,ferry,1,1,1_10,0,133.0,True,3.9498393535614014
568,ferry,1,1,1_10,1,130.0,True,3.9484925270080566
569,ferry,1,1,1_10,2,136.0,True,3.9010684490203857
570,ferry,1,1,1_11,0,146.0,True,4.473476409912109
571,ferry,1,1,1_11,1,141.0,True,4.273861408233643
572,ferry,1,1,1_11,2,145.0,True,4.511083602905273
573,ferry,1,1,1_12,0,156.0,True,4.869862079620361
574,ferry,1,1,1_12,1,158.0,True,4.965169668197632
575,ferry,1,1,1_12,2,161.0,True,5.022368669509888
576,ferry,1,1,1_13,0,167.0,True,5.0673816204071045
577,ferry,1,1,1_13,1,161.0,True,5.136618137359619
578,ferry,1,1,1_13,2,166.0,True,5.113307476043701
579,ferry,1,1,1_14,0,174.0,True,5.905749559402466
580,ferry,1,1,1_14,1,172.0,True,6.100219964981079
581,ferry,1,1,1_14,2,174.0,True,5.790448427200317
582,ferry,1,1,1_15,0,186.0,True,6.1750123500823975
583,ferry,1,1,1_15,1,185.0,True,6.748979806900024
584,ferry,1,1,1_15,2,190.0,True,6.3863584995269775
585,ferry,1,1,1_16,0,197.0,True,7.615822792053223
586,ferry,1,1,1_16,1,195.0,True,7.231854677200317
587,ferry,1,1,1_16,2,197.0,True,7.315222501754761
588,ferry,1,1,1_17,0,202.0,True,7.4772398471832275
589,ferry,1,1,1_17,1,197.0,True,7.2872233390808105
590,ferry,1,1,1_17,2,204.0,True,8.065176725387573
591,ferry,1,1,1_18,0,216.0,True,8.278440952301025
592,ferry,1,1,1_18,1,208.0,True,7.965636253356934
593,ferry,1,1,1_18,2,211.0,True,8.183867454528809
594,ferry,1,1,1_19,0,236.0,True,9.279274463653564
595,ferry,1,1,1_19,1,230.0,True,8.938920736312866
596,ferry,1,1,1_19,2,235.0,True,9.260419368743896
597,ferry,1,1,1_20,0,228.0,True,9.319129467010498
598,ferry,1,1,1_20,1,230.0,True,9.250558376312256
599,ferry,1,1,1_20,2,229.0,True,9.207862138748169
600,ferry,1,1,1_21,0,243.0,True,11.079184293746948
601,ferry,1,1,1_21,1,240.0,True,9.769684076309204
602,ferry,1,1,1_21,2,245.0,True,10.239835739135742
603,ferry,1,1,1_22,0,257.0,True,11.104511976242065
604,ferry,1,1,1_22,1,249.0,True,10.676757097244263
605,ferry,1,1,1_22,2,255.0,True,10.720274209976196
606,ferry,1,1,1_23,0,274.0,True,11.729687452316284
607,ferry,1,1,1_23,1,264.0,True,12.042050123214722
608,ferry,1,1,1_23,2,271.0,True,12.042646884918213
609,ferry,1,1,1_24,0,281.0,True,13.325493097305298
610,ferry,1,1,1_24,1,275.0,True,12.520013093948364
611,ferry,1,1,1_24,2,279.0,True,12.939358234405518
612,ferry,1,1,1_25,0,290.0,True,13.999376773834229
613,ferry,1,1,1_25,1,288.0,True,13.662731409072876
614,ferry,1,1,1_25,2,293.0,True,13.925535440444946
615,ferry,1,1,1_26,0,299.0,True,14.728283405303955
616,ferry,1,1,1_26,1,293.0,True,14.97054934501648
617,ferry,1,1,1_26,2,301.0,True,14.594773769378662
618,ferry,1,1,1_27,0,310.0,True,15.704800367355347
619,ferry,1,1,1_27,1,306.0,True,15.682821989059448
620,ferry,1,1,1_27,2,318.0,True,16.595389366149902
621,ferry,1,1,1_28,0,319.0,True,16.21993327140808
622,ferry,1,1,1_28,1,311.0,True,17.53414249420166
623,ferry,1,1,1_28,2,323.0,True,16.661559104919434
624,ferry,1,1,1_29,0,327.0,True,18.040639400482178
625,ferry,1,1,1_29,1,327.0,True,17.416685581207275
626,ferry,1,1,1_29,2,334.0,True,17.270761966705322
627,ferry,1,1,1_30,0,345.0,True,18.601667881011963
628,ferry,1,1,1_30,1,337.0,True,18.97189235687256
629,ferry,1,1,1_30,2,339.0,True,19.48068618774414
630,ferry,1,1,2_01,0,692.0,True,89.49479651451111
631,ferry,1,1,2_01,1,687.0,True,88.82768845558167
632,ferry,1,1,2_01,2,694.0,True,94.08232188224792
633,ferry,1,1,2_02,0,792.0,True,128.90925121307373
634,ferry,1,1,2_02,1,776.0,True,121.34543299674988
635,ferry,1,1,2_02,2,785.0,True,122.61905241012573
636,ferry,1,1,2_03,0,896.0,True,164.87940788269043
637,ferry,1,1,2_03,1,882.0,True,160.7652144432068
638,ferry,1,1,2_03,2,900.0,True,160.18424153327942
639,ferry,1,1,2_04,0,992.0,True,206.8606038093567
640,ferry,1,1,2_04,1,969.0,True,202.09952569007874
641,ferry,1,1,2_04,2,995.0,True,206.84326481819153
642,ferry,1,1,2_05,0,1075.0,True,255.68033480644226
643,ferry,1,1,2_05,1,1056.0,True,247.78275775909424
644,ferry,1,1,2_05,2,1073.0,True,258.0711500644684
645,ferry,1,1,2_06,0,1170.0,True,319.69333386421204
646,ferry,1,1,2_06,1,1149.0,True,322.43787717819214
647,ferry,1,1,2_06,2,1179.0,True,317.8921961784363
648,ferry,1,1,2_07,0,1265.0,True,389.63634157180786
649,ferry,1,1,2_07,1,1238.0,True,387.7650978565216
650,ferry,1,1,2_07,2,1267.0,True,387.0293529033661
651,ferry,1,1,2_08,0,1375.0,True,492.5643849372864
652,ferry,1,1,2_08,1,1350.0,True,470.2343714237213
653,ferry,1,1,2_08,2,1383.0,True,473.7245259284973
654,ferry,1,1,2_09,0,1471.0,True,556.2701563835144
655,ferry,1,1,2_09,1,1440.0,True,558.7427234649658
656,ferry,1,1,2_09,2,1457.0,True,560.9850599765778
657,ferry,1,1,2_10,0,1560.0,True,671.3661968708038
658,ferry,1,1,2_10,1,1532.0,True,646.2000434398651
659,ferry,1,1,2_10,2,1568.0,True,677.5518980026245
660,ferry,1,1,2_11,0,1654.0,True,788.3698391914368
661,ferry,1,1,2_11,1,1612.0,True,784.262259721756
662,ferry,1,1,2_11,2,1653.0,True,813.1133065223694
663,ferry,1,1,2_12,0,1730.0,True,904.975239276886
664,ferry,1,1,2_12,1,1699.0,True,886.543573141098
665,ferry,1,1,2_12,2,1736.0,True,944.3194756507874
666,ferry,1,1,2_13,0,1844.0,True,1080.6768450737
667,ferry,1,1,2_13,1,1813.0,True,1033.917292356491
668,ferry,1,1,2_13,2,1844.0,True,1064.9257340431213
669,ferry,1,1,2_14,0,1917.0,True,1241.0369925498962
670,ferry,1,1,2_14,1,1887.0,True,1192.5291376113892
671,ferry,1,1,2_14,2,1920.0,True,1194.2528712749481
672,ferry,1,1,2_15,0,2010.0,True,1395.2466311454773
673,ferry,1,1,2_15,1,1970.0,True,1422.7727363109589
674,ferry,1,1,2_15,2,2020.0,True,1394.9633469581604
675,ferry,1,1,2_16,0,2127.0,True,1545.8645462989807
676,ferry,1,1,2_16,1,2075.0,True,1526.654991388321
677,ferry,1,1,2_16,2,2119.0,True,1554.2798261642456
678,ferry,1,1,2_17,0,2207.0,True,1735.485339641571
679,ferry,1,1,2_17,1,2174.0,True,1685.1513285636902
680,ferry,1,1,2_17,2,2220.0,True,1739.4963867664337
681,ferry,1,1,2_18,0,2324.0,True,1936.072266817093
682,ferry,1,1,2_18,1,2252.0,True,1863.8821885585785
683,ferry,1,1,2_18,2,2314.0,True,1949.0556466579437
684,ferry,1,1,2_19,0,2396.0,True,2189.9528229236603
685,ferry,1,1,2_19,1,2345.0,True,2169.1804966926575
686,ferry,1,1,2_19,2,2415.0,True,2199.2751982212067
687,ferry,1,1,2_20,0,2486.0,True,2408.3768837451935
688,ferry,1,1,2_20,1,2446.0,True,2365.373977661133
689,ferry,1,1,2_20,2,2488.0,True,2581.152636051178
690,ferry,1,1,2_21,0,2572.0,True,2699.1215641498566
691,ferry,1,1,2_21,1,2533.0,True,2605.46977686882
692,ferry,1,1,2_21,2,2585.0,True,2708.1214768886566
693,ferry,1,1,2_22,0,2665.0,True,2918.699091911316
694,ferry,1,1,2_22,1,2614.0,True,2937.9281735420227
695,ferry,1,1,2_22,2,2664.0,True,2967.114204645157
696,ferry,1,1,2_23,0,2780.0,True,3290.0891375541687
697,ferry,1,1,2_23,1,2729.0,True,3202.9557287693024
698,ferry,1,1,2_23,2,2784.0,True,3311.19380402565
699,ferry,1,1,2_24,0,2864.0,True,3623.9779527187347
700,ferry,1,1,2_24,1,2817.0,True,3639.099428653717
701,ferry,1,1,2_24,2,2866.0,True,3668.469125032425
702,ferry,1,1,2_25,0,2959.0,True,3964.254395008087
703,ferry,1,1,2_25,1,2892.0,True,3978.0950984954834
704,ferry,1,1,2_25,2,2957.0,True,4199.520692110062
705,ferry,1,1,2_26,0,3042.0,True,4244.241203784943
706,ferry,1,1,2_26,1,3000.0,True,4207.59463596344
707,ferry,1,1,2_26,2,3060.0,True,4449.802854537964
708,ferry,1,1,2_27,0,3150.0,True,4958.174676418304
709,ferry,1,1,2_27,1,3084.0,True,4640.609755039215
710,ferry,1,1,2_27,2,3152.0,True,5022.719444036484
711,ferry,1,1,2_28,0,3237.0,True,5124.481769561768
712,ferry,1,1,2_28,1,3172.0,True,5059.447315216064
713,ferry,1,1,2_28,2,3236.0,True,5084.125551939011
714,ferry,1,1,2_29,0,3305.0,True,5583.124779701233
715,ferry,1,1,2_29,1,3249.0,True,5788.7542469501495
716,ferry,1,1,2_29,2,3323.0,True,5616.749443769455
717,ferry,1,1,2_30,0,3449.0,True,6073.148136854172
718,ferry,1,1,2_30,1,3382.0,True,5904.335294008255
719,ferry,1,1,2_30,2,3458.0,True,6085.770395994186
720,ferry,1,2,0_01,0,8.0,True,0.26807451248168945
721,ferry,1,2,0_01,1,8.0,True,0.28225207328796387
722,ferry,1,2,0_01,2,8.0,True,0.23168182373046875
723,ferry,1,2,0_02,0,8.0,True,0.3291034698486328
724,ferry,1,2,0_02,1,8.0,True,0.3429110050201416
725,ferry,1,2,0_02,2,8.0,True,0.21282362937927246
726,ferry,1,2,0_03,0,12.0,True,0.3682386875152588
727,ferry,1,2,0_03,1,12.0,True,0.2531852722167969
728,ferry,1,2,0_03,2,12.0,True,0.2680540084838867
729,ferry,1,2,0_04,0,11.0,True,0.41742849349975586
730,ferry,1,2,0_04,1,11.0,True,0.28997325897216797
731,ferry,1,2,0_04,2,11.0,True,0.35054707527160645
732,ferry,1,2,0_05,0,15.0,True,0.4469890594482422
733,ferry,1,2,0_05,1,15.0,True,0.416961669921875
734,ferry,1,2,0_05,2,15.0,True,0.556323766708374
735,ferry,1,2,0_06,0,18.0,True,0.5139284133911133
736,ferry,1,2,0_06,1,18.0,True,0.5608220100402832
737,ferry,1,2,0_06,2,18.0,True,0.41951799392700195
738,ferry,1,2,0_07,0,19.0,True,0.45090174674987793
739,ferry,1,2,0_07,1,19.0,True,0.6637086868286133
740,ferry,1,2,0_07,2,19.0,True,0.4782075881958008
741,ferry,1,2,0_08,0,23.0,True,0.5469884872436523
742,ferry,1,2,0_08,1,23.0,True,0.8070621490478516
743,ferry,1,2,0_08,2,23.0,True,0.4086136817932129
744,ferry,1,2,0_09,0,26.0,True,0.8114426136016846
745,ferry,1,2,0_09,1,24.0,True,0.5499155521392822
746,ferry,1,2,0_09,2,24.0,True,0.5517494678497314
747,ferry,1,2,0_10,0,26.0,True,0.9105403423309326
748,ferry,1,2,0_10,1,26.0,True,0.5739219188690186
749,ferry,1,2,0_10,2,26.0,True,0.5809500217437744
750,ferry,1,2,0_11,0,31.0,True,0.7558765411376953
751,ferry,1,2,0_11,1,30.0,True,0.6514627933502197
752,ferry,1,2,0_11,2,31.0,True,0.6753983497619629
753,ferry,1,2,0_12,0,29.0,True,0.7523298263549805
754,ferry,1,2,0_12,1,29.0,True,0.6678321361541748
755,ferry,1,2,0_12,2,29.0,True,0.6304843425750732
756,ferry,1,2,0_13,0,32.0,True,0.7381064891815186
757,ferry,1,2,0_13,1,31.0,True,0.6741790771484375
758,ferry,1,2,0_13,2,31.0,True,0.7516641616821289
759,ferry,1,2,0_14,0,34.0,True,0.7704000473022461
760,ferry,1,2,0_14,1,34.0,True,0.8309459686279297
761,ferry,1,2,0_14,2,34.0,True,0.7168593406677246
762,ferry,1,2,0_15,0,37.0,True,0.9691569805145264
763,ferry,1,2,0_15,1,37.0,True,0.7436392307281494
764,ferry,1,2,0_15,2,37.0,True,0.7384812831878662
765,ferry,1,2,0_16,0,40.0,True,1.1499037742614746
766,ferry,1,2,0_16,1,40.0,True,0.9634749889373779
767,ferry,1,2,0_16,2,40.0,True,0.884627103805542
768,ferry,1,2,0_17,0,46.0,True,1.033064603805542
769,ferry,1,2,0_17,1,45.0,True,0.9705679416656494
770,ferry,1,2,0_17,2,45.0,True,0.94683837890625
771,ferry,1,2,0_18,0,41.0,True,1.0564424991607666
772,ferry,1,2,0_18,1,41.0,True,1.0257923603057861
773,ferry,1,2,0_18,2,41.0,True,1.052844524383545
774,ferry,1,2,0_19,0,45.0,True,0.9608674049377441
775,ferry,1,2,0_19,1,44.0,True,0.9281883239746094
776,ferry,1,2,0_19,2,45.0,True,0.988400936126709
777,ferry,1,2,0_20,0,49.0,True,0.9865751266479492
778,ferry,1,2,0_20,1,50.0,True,1.0898828506469727
779,ferry,1,2,0_20,2,51.0,True,1.1054103374481201
780,ferry,1,2,0_21,0,50.0,True,1.1960608959197998
781,ferry,1,2,0_21,1,51.0,True,1.1798710823059082
782,ferry,1,2,0_21,2,49.0,True,1.1296474933624268
783,ferry,1,2,0_22,0,51.0,True,1.1356558799743652
784,ferry,1,2,0_22,1,50.0,True,1.1714472770690918
785,ferry,1,2,0_22,2,50.0,True,1.1168246269226074
786,ferry,1,2,0_23,0,52.0,True,1.312967300415039
787,ferry,1,2,0_23,1,54.0,True,1.2464563846588135
788,ferry,1,2,0_23,2,52.0,True,1.2175137996673584
789,ferry,1,2,0_24,0,59.0,True,1.3396549224853516
790,ferry,1,2,0_24,1,58.0,True,1.4107089042663574
791,ferry,1,2,0_24,2,58.0,True,1.3097021579742432
792,ferry,1,2,0_25,0,63.0,True,1.4427998065948486
793,ferry,1,2,0_25,1,62.0,True,1.4227581024169922
794,ferry,1,2,0_25,2,61.0,True,1.4227676391601562
795,ferry,1,2,0_26,0,59.0,True,1.2803676128387451
796,ferry,1,2,0_26,1,61.0,True,1.5170073509216309
797,ferry,1,2,0_26,2,59.0,True,1.3793227672576904
798,ferry,1,2,0_27,0,60.0,True,1.380944013595581
799,ferry,1,2,0_27,1,60.0,True,1.4017388820648193
800,ferry,1,2,0_27,2,63.0,True,1.521733045578003
801,ferry,1,2,0_28,0,69.0,True,1.439530849456787
802,ferry,1,2,0_28,1,67.0,True,1.5034189224243164
803,ferry,1,2,0_28,2,69.0,True,1.6249749660491943
804,ferry,1,2,0_29,0,64.0,True,1.3844366073608398
805,ferry,1,2,0_29,1,65.0,True,1.4758374691009521
806,ferry,1,2,0_29,2,67.0,True,1.5832254886627197
807,ferry,1,2,0_30,0,73.0,True,1.6690566539764404
808,ferry,1,2,0_30,1,74.0,True,1.6245272159576416
809,ferry,1,2,0_30,2,75.0,True,1.8953795433044434
810,ferry,1,2,1_01,0,36.0,True,0.864382266998291
811,ferry,1,2,1_01,1,36.0,True,0.9544293880462646
812,ferry,1,2,1_01,2,36.0,True,0.9394834041595459
813,ferry,1,2,1_02,0,48.0,True,1.1781492233276367
814,ferry,1,2,1_02,1,48.0,True,1.0420739650726318
815,ferry,1,2,1_02,2,48.0,True,1.0416491031646729
816,ferry,1,2,1_03,0,61.0,True,1.3681485652923584
817,ferry,1,2,1_03,1,61.0,True,1.3890457153320312
818,ferry,1,2,1_03,2,62.0,True,1.5095486640930176
819,ferry,1,2,1_04,0,69.0,True,1.7645435333251953
820,ferry,1,2,1_04,1,68.0,True,1.642906665802002
821,ferry,1,2,1_04,2,69.0,True,1.6671996116638184
822,ferry,1,2,1_05,0,76.0,True,1.8574814796447754
823,ferry,1,2,1_05,1,76.0,True,1.9391331672668457
824,ferry,1,2,1_05,2,76.0,True,1.8081779479980469
825,ferry,1,2,1_06,0,91.0,True,2.630192756652832
826,ferry,1,2,1_06,1,89.0,True,2.792637825012207
827,ferry,1,2,1_06,2,90.0,True,3.0802245140075684
828,ferry,1,2,1_07,0,101.0,True,2.7939064502716064
829,ferry,1,2,1_07,1,103.0,True,3.0506184101104736
830,ferry,1,2,1_07,2,103.0,True,2.9787776470184326
831,ferry,1,2,1_08,0,107.0,True,3.0213277339935303
832,ferry,1,2,1_08,1,105.0,True,2.8473377227783203
833,ferry,1,2,1_08,2,105.0,True,2.95824933052063
834,ferry,1,2,1_09,0,123.0,True,3.4649901390075684
835,ferry,1,2,1_09,1,122.0,True,3.5026586055755615
836,ferry,1,2,1_09,2,122.0,True,3.7334647178649902
837,ferry,1,2,1_10,0,132.0,True,3.8279964923858643
838,ferry,1,2,1_10,1,130.0,True,3.9220657348632812
839,ferry,1,2,1_10,2,130.0,True,4.076384544372559
840,ferry,1,2,1_11,0,144.0,True,4.681951522827148
841,ferry,1,2,1_11,1,140.0,True,4.232512712478638
842,ferry,1,2,1_11,2,144.0,True,4.199033260345459
843,ferry,1,2,1_12,0,153.0,True,5.071325778961182
844,ferry,1,2,1_12,1,153.0,True,4.810866594314575
845,ferry,1,2,1_12,2,152.0,True,5.0834996700286865
846,ferry,1,2,1_13,0,165.0,True,5.125027894973755
847,ferry,1,2,1_13,1,161.0,True,5.164228439331055
848,ferry,1,2,1_13,2,162.0,True,5.637041807174683
849,ferry,1,2,1_14,0,170.0,True,6.585493087768555
850,ferry,1,2,1_14,1,169.0,True,5.803430795669556
851,ferry,1,2,1_14,2,170.0,True,6.412394285202026
852,ferry,1,2,1_15,0,182.0,True,6.239574909210205
853,ferry,1,2,1_15,1,186.0,True,6.1863226890563965
854,ferry,1,2,1_15,2,184.0,True,6.157189130783081
855,ferry,1,2,1_16,0,193.0,True,7.1083152294158936
856,ferry,1,2,1_16,1,191.0,True,6.8581342697143555
857,ferry,1,2,1_16,2,192.0,True,6.668167591094971
858,ferry,1,2,1_17,0,201.0,True,7.8907623291015625
859,ferry,1,2,1_17,1,199.0,True,7.512483596801758
860,ferry,1,2,1_17,2,204.0,True,7.5276103019714355
861,ferry,1,2,1_18,0,207.0,True,8.12232756614685
862,ferry,1,2,1_18,1,208.0,True,8.075102090835571
863,ferry,1,2,1_18,2,209.0,True,8.20372986793518
864,ferry,1,2,1_19,0,227.0,True,9.698477029800415
865,ferry,1,2,1_19,1,228.0,True,9.006302833557129
866,ferry,1,2,1_19,2,231.0,True,9.099066495895386
867,ferry,1,2,1_20,0,228.0,True,9.667455434799194
868,ferry,1,2,1_20,1,228.0,True,9.9792799949646
869,ferry,1,2,1_20,2,231.0,True,10.357879161834717
870,ferry,1,2,1_21,0,239.0,True,10.294338941574097
871,ferry,1,2,1_21,1,241.0,True,10.95437502861023
872,ferry,1,2,1_21,2,239.0,True,10.740463495254517
873,ferry,1,2,1_22,0,249.0,True,11.109579086303711
874,ferry,1,2,1_22,1,249.0,True,10.943117380142212
875,ferry,1,2,1_22,2,250.0,True,10.69601058959961
876,ferry,1,2,1_23,0,270.0,True,11.816149473190308
877,ferry,1,2,1_23,1,264.0,True,11.742310523986816
878,ferry,1,2,1_23,2,268.0,True,12.061036825180054
