,domain,layer,dim,choice,problem,repeat,cycles,plan_length,plan_found,time
1036,blocksworld,3,8,best,1_16,1,0.0,278.0,True,65.44914293289185
1037,blocksworld,3,8,best,1_16,2,0.0,280.0,True,52.85882878303528
1038,blocksworld,3,8,best,1_17,0,0.0,286.0,True,54.47438406944275
1039,blocksworld,3,8,best,1_17,1,0.0,294.0,True,59.02657151222229
1040,blocksworld,3,8,best,1_17,2,0.0,296.0,True,62.05032539367676
1041,blocksworld,3,8,best,1_18,0,0.0,320.0,True,72.18967533111572
1042,blocksworld,3,8,best,1_18,1,0.0,314.0,True,70.05327820777893
1043,blocksworld,3,8,best,1_18,2,0.0,316.0,True,69.08984780311584
1044,blocksworld,3,8,best,1_19,0,0.0,334.0,True,90.22386813163757
1045,blocksworld,3,8,best,1_19,1,0.0,316.0,True,77.89891862869263
1046,blocksworld,3,8,best,1_19,2,0.0,322.0,True,81.29316139221191
1047,blocksworld,3,8,best,1_20,0,0.0,344.0,True,90.54578399658203
1048,blocksworld,3,8,best,1_20,1,0.0,342.0,True,86.04830169677734
1049,blocksworld,3,8,best,1_20,2,0.0,354.0,True,92.39970397949219
1050,blocksworld,3,8,best,1_21,0,0.0,348.0,True,90.3827154636383
1051,blocksworld,3,8,best,1_21,1,0.0,354.0,True,102.58159494400024
1052,blocksworld,3,8,best,1_21,2,0.0,352.0,True,100.68886017799377
1053,blocksworld,3,8,best,1_22,0,0.0,348.0,True,103.8235695362091
1054,blocksworld,3,8,best,1_22,1,0.0,344.0,True,92.73274230957031
1055,blocksworld,3,8,best,1_22,2,0.0,362.0,True,109.14299535751343
1056,blocksworld,3,8,best,1_23,0,0.0,404.0,True,146.35834288597107
1057,blocksworld,3,8,best,1_23,1,0.0,390.0,True,142.86728715896606
1058,blocksworld,3,8,best,1_23,2,0.0,398.0,True,133.00303292274475
1059,blocksworld,3,8,best,1_24,0,0.0,378.0,True,114.36538314819336
1060,blocksworld,3,8,best,1_24,1,0.0,376.0,True,109.47091937065125
1061,blocksworld,3,8,best,1_24,2,0.0,380.0,True,130.06532835960388
1062,blocksworld,3,8,best,1_25,0,0.0,406.0,True,127.18691802024841
1063,blocksworld,3,8,best,1_25,1,0.0,388.0,True,142.85810589790344
1064,blocksworld,3,8,best,1_25,2,0.0,390.0,True,128.6969015598297
1065,blocksworld,3,8,best,1_26,0,0.0,432.0,True,157.8765254020691
1066,blocksworld,3,8,best,1_26,1,0.0,418.0,True,167.43347787857056
1067,blocksworld,3,8,best,1_26,2,0.0,432.0,True,162.38337206840515
1068,blocksworld,3,8,best,1_27,0,0.0,434.0,True,177.9418909549713
1069,blocksworld,3,8,best,1_27,1,0.0,424.0,True,188.519690990448
1070,blocksworld,3,8,best,1_27,2,0.0,424.0,True,170.9517104625702
1071,blocksworld,3,8,best,1_28,0,0.0,422.0,True,149.08577060699463
1072,blocksworld,3,8,best,1_28,1,0.0,402.0,True,158.99458622932434
1073,blocksworld,3,8,best,1_28,2,0.0,416.0,True,160.9700469970703
1074,blocksworld,3,8,best,1_29,0,0.0,446.0,True,188.03844904899597
1075,blocksworld,3,8,best,1_29,1,0.0,430.0,True,185.393892288208
1076,blocksworld,3,8,best,1_29,2,0.0,444.0,True,181.7059211730957
1077,blocksworld,3,8,best,1_30,0,0.0,510.0,True,250.18947458267212
1078,blocksworld,3,8,best,1_30,1,0.0,498.0,True,291.93123745918274
1079,blocksworld,3,8,best,1_30,2,0.0,510.0,True,258.3896527290344
1080,blocksworld,4,16,best,0_01,0,0.0,10.0,True,0.3360097408294678
1081,blocksworld,4,16,best,0_01,1,0.0,10.0,True,0.5118131637573242
1082,blocksworld,4,16,best,0_01,2,0.0,10.0,True,0.44745683670043945
1083,blocksworld,4,16,best,0_02,0,0.0,8.0,True,0.4594435691833496
1084,blocksworld,4,16,best,0_02,1,0.0,8.0,True,0.3031642436981201
1085,blocksworld,4,16,best,0_02,2,0.0,8.0,True,0.3638641834259033
1086,blocksworld,4,16,best,0_03,0,0.0,20.0,True,0.6541275978088379
1087,blocksworld,4,16,best,0_03,1,0.0,20.0,True,0.6854066848754883
1088,blocksworld,4,16,best,0_03,2,0.0,20.0,True,0.8744640350341797
1089,blocksworld,4,16,best,0_04,0,0.0,24.0,True,0.814861536026001
1090,blocksworld,4,16,best,0_04,1,0.0,24.0,True,0.9179573059082031
1091,blocksworld,4,16,best,0_04,2,0.0,24.0,True,0.8734381198883057
1092,blocksworld,4,16,best,0_05,0,0.0,24.0,True,1.1159625053405762
1093,blocksworld,4,16,best,0_05,1,0.0,24.0,True,0.8102974891662598
1094,blocksworld,4,16,best,0_05,2,0.0,24.0,True,0.951143741607666
1095,blocksworld,4,16,best,0_06,0,0.0,30.0,True,1.0419163703918457
1096,blocksworld,4,16,best,0_06,1,0.0,30.0,True,1.076049566268921
1097,blocksworld,4,16,best,0_06,2,0.0,26.0,True,1.1030638217926025
1098,blocksworld,4,16,best,0_07,0,0.0,32.0,True,1.0972685813903809
1099,blocksworld,4,16,best,0_07,1,0.0,32.0,True,1.0890655517578125
1100,blocksworld,4,16,best,0_07,2,0.0,32.0,True,1.3127577304840088
1101,blocksworld,4,16,best,0_08,0,0.0,32.0,True,1.1287164688110352
1102,blocksworld,4,16,best,0_08,1,0.0,32.0,True,1.1858878135681152
1103,blocksworld,4,16,best,0_08,2,0.0,32.0,True,1.3380916118621826
1104,blocksworld,4,16,best,0_09,0,0.0,36.0,True,1.34861159324646
1105,blocksworld,4,16,best,0_09,1,0.0,36.0,True,1.2702875137329102
1106,blocksworld,4,16,best,0_09,2,0.0,36.0,True,1.4084546566009521
1107,blocksworld,4,16,best,0_10,0,0.0,38.0,True,1.4111876487731934
1108,blocksworld,4,16,best,0_10,1,0.0,38.0,True,1.2938480377197266
1109,blocksworld,4,16,best,0_10,2,0.0,38.0,True,1.389827013015747
1110,blocksworld,4,16,best,0_11,0,0.0,48.0,True,1.696493148803711
1111,blocksworld,4,16,best,0_11,1,0.0,48.0,True,1.7490644454956055
1112,blocksworld,4,16,best,0_11,2,0.0,48.0,True,1.881422996520996
1113,blocksworld,4,16,best,0_12,0,0.0,46.0,True,1.7476677894592285
1114,blocksworld,4,16,best,0_12,1,0.0,44.0,True,1.7340502738952637
1115,blocksworld,4,16,best,0_12,2,0.0,42.0,True,1.7494916915893555
1116,blocksworld,4,16,best,0_13,0,0.0,48.0,True,1.9717555046081543
1117,blocksworld,4,16,best,0_13,1,0.0,46.0,True,2.0142569541931152
1118,blocksworld,4,16,best,0_13,2,0.0,46.0,True,2.014873743057251
1119,blocksworld,4,16,best,0_14,0,0.0,48.0,True,1.7880570888519287
1120,blocksworld,4,16,best,0_14,1,0.0,46.0,True,2.2672643661499023
1121,blocksworld,4,16,best,0_14,2,0.0,44.0,True,1.9276065826416016
1122,blocksworld,4,16,best,0_15,0,0.0,54.0,True,2.2232489585876465
1123,blocksworld,4,16,best,0_15,1,0.0,52.0,True,2.3606982231140137
1124,blocksworld,4,16,best,0_15,2,0.0,50.0,True,2.2447381019592285
1125,blocksworld,4,16,best,0_16,0,0.0,60.0,True,2.5670347213745117
1126,blocksworld,4,16,best,0_16,1,0.0,58.0,True,2.6545794010162354
1127,blocksworld,4,16,best,0_16,2,0.0,58.0,True,2.633279323577881
1128,blocksworld,4,16,best,0_17,0,0.0,60.0,True,2.5330634117126465
1129,blocksworld,4,16,best,0_17,1,0.0,60.0,True,2.552428722381592
1130,blocksworld,4,16,best,0_17,2,0.0,60.0,True,2.529815673828125
1131,blocksworld,4,16,best,0_18,0,0.0,56.0,True,2.7227773666381836
1132,blocksworld,4,16,best,0_18,1,0.0,54.0,True,2.425281524658203
1133,blocksworld,4,16,best,0_18,2,0.0,54.0,True,2.5863218307495117
1134,blocksworld,4,16,best,0_19,0,0.0,62.0,True,2.7489418983459473
1135,blocksworld,4,16,best,0_19,1,0.0,60.0,True,2.505350112915039
1136,blocksworld,4,16,best,0_19,2,0.0,58.0,True,2.6398346424102783
1137,blocksworld,4,16,best,0_20,0,0.0,56.0,True,2.6990864276885986
1138,blocksworld,4,16,best,0_20,1,0.0,56.0,True,2.6044275760650635
1139,blocksworld,4,16,best,0_20,2,0.0,56.0,True,2.6312406063079834
1140,blocksworld,4,16,best,0_21,0,0.0,58.0,True,2.644517421722412
1141,blocksworld,4,16,best,0_21,1,0.0,56.0,True,2.5473616123199463
1142,blocksworld,4,16,best,0_21,2,0.0,56.0,True,2.6865336894989014
1143,blocksworld,4,16,best,0_22,0,0.0,78.0,True,3.895784378051758
1144,blocksworld,4,16,best,0_22,1,0.0,76.0,True,3.7891299724578857
1145,blocksworld,4,16,best,0_22,2,0.0,74.0,True,4.271219968795776
1146,blocksworld,4,16,best,0_23,0,0.0,66.0,True,2.939615249633789
1147,blocksworld,4,16,best,0_23,1,0.0,64.0,True,3.218036651611328
1148,blocksworld,4,16,best,0_23,2,0.0,66.0,True,2.870185375213623
1149,blocksworld,4,16,best,0_24,0,0.0,80.0,True,4.320101499557495
1150,blocksworld,4,16,best,0_24,1,0.0,80.0,True,4.348253011703491
1151,blocksworld,4,16,best,0_24,2,0.0,76.0,True,4.14254355430603
1152,blocksworld,4,16,best,0_25,0,0.0,88.0,True,4.8677895069122314
1153,blocksworld,4,16,best,0_25,1,0.0,86.0,True,5.027923345565796
1154,blocksworld,4,16,best,0_25,2,0.0,86.0,True,4.868044137954712
1155,blocksworld,4,16,best,0_26,0,0.0,84.0,True,4.170580148696899
1156,blocksworld,4,16,best,0_26,1,0.0,80.0,True,3.9487180709838867
1157,blocksworld,4,16,best,0_26,2,0.0,78.0,True,3.975083112716675
1158,blocksworld,4,16,best,0_27,0,0.0,78.0,True,3.864086151123047
1159,blocksworld,4,16,best,0_27,1,0.0,72.0,True,3.9011147022247314
1160,blocksworld,4,16,best,0_27,2,0.0,70.0,True,3.8349053859710693
1161,blocksworld,4,16,best,0_28,0,0.0,90.0,True,4.376441717147827
1162,blocksworld,4,16,best,0_28,1,0.0,90.0,True,5.204473257064819
1163,blocksworld,4,16,best,0_28,2,0.0,86.0,True,4.766021728515625
1164,blocksworld,4,16,best,0_29,0,0.0,86.0,True,4.149230241775513
1165,blocksworld,4,16,best,0_29,1,0.0,82.0,True,4.351617813110352
1166,blocksworld,4,16,best,0_29,2,0.0,76.0,True,4.146039962768555
1167,blocksworld,4,16,best,0_30,0,0.0,102.0,True,5.736939191818237
1168,blocksworld,4,16,best,0_30,1,0.0,100.0,True,5.463476896286011
1169,blocksworld,4,16,best,0_30,2,0.0,92.0,True,5.288870811462402
1170,blocksworld,4,16,best,1_01,0,0.0,118.0,True,7.142266273498535
1171,blocksworld,4,16,best,1_01,1,0.0,114.0,True,7.084897756576538
1172,blocksworld,4,16,best,1_01,2,0.0,114.0,True,7.164052724838257
1173,blocksworld,4,16,best,1_02,0,0.0,126.0,True,7.664011240005493
1174,blocksworld,4,16,best,1_02,1,0.0,120.0,True,7.762451887130737
1175,blocksworld,4,16,best,1_02,2,0.0,116.0,True,9.203266143798828
1176,blocksworld,4,16,best,1_03,0,0.0,132.0,True,8.937528848648071
1177,blocksworld,4,16,best,1_03,1,0.0,122.0,True,8.245790958404541
1178,blocksworld,4,16,best,1_03,2,0.0,122.0,True,8.767672538757324
1179,blocksworld,4,16,best,1_04,0,0.0,166.0,True,13.752741575241089
1180,blocksworld,4,16,best,1_04,1,0.0,162.0,True,14.107892990112305
1181,blocksworld,4,16,best,1_04,2,0.0,154.0,True,13.97685432434082
1182,blocksworld,4,16,best,1_05,0,0.0,170.0,True,14.46743655204773
1183,blocksworld,4,16,best,1_05,1,0.0,160.0,True,13.869396924972534
1184,blocksworld,4,16,best,1_05,2,0.0,158.0,True,14.159169673919678
1185,blocksworld,4,16,best,1_06,0,0.0,170.0,True,13.602927923202515
1186,blocksworld,4,16,best,1_06,1,0.0,162.0,True,14.483614206314087
1187,blocksworld,4,16,best,1_06,2,0.0,152.0,True,13.542033910751343
1188,blocksworld,4,16,best,1_07,0,0.0,206.0,True,21.3855402469635
1189,blocksworld,4,16,best,1_07,1,0.0,182.0,True,19.310558557510376
1190,blocksworld,4,16,best,1_07,2,0.0,178.0,True,21.600910425186157
1191,blocksworld,4,16,best,1_08,0,0.0,206.0,True,25.9230637550354
1192,blocksworld,4,16,best,1_08,1,0.0,194.0,True,25.759726524353027
1193,blocksworld,4,16,best,1_08,2,0.0,184.0,True,24.909027099609375
1194,blocksworld,4,16,best,1_09,0,0.0,208.0,True,24.503533363342285
1195,blocksworld,4,16,best,1_09,1,0.0,194.0,True,23.5727858543396
1196,blocksworld,4,16,best,1_09,2,0.0,204.0,True,29.032589435577393
1197,blocksworld,4,16,best,1_10,0,0.0,228.0,True,26.413065433502197
1198,blocksworld,4,16,best,1_10,1,0.0,212.0,True,26.991586685180664
1199,blocksworld,4,16,best,1_10,2,0.0,200.0,True,29.57043957710266
1200,blocksworld,4,16,best,1_11,0,0.0,232.0,True,35.79378533363342
1201,blocksworld,4,16,best,1_11,1,0.0,224.0,True,34.82479739189148
1202,blocksworld,4,16,best,1_11,2,0.0,228.0,True,35.092944860458374
1203,blocksworld,4,16,best,1_12,0,0.0,274.0,True,48.18061542510986
1204,blocksworld,4,16,best,1_12,1,0.0,258.0,True,46.01956844329834
1205,blocksworld,4,16,best,1_12,2,0.0,252.0,True,44.66244864463806
1206,blocksworld,4,16,best,1_13,0,0.0,286.0,True,51.278071641922
1207,blocksworld,4,16,best,1_13,1,0.0,276.0,True,51.39880061149597
1208,blocksworld,4,16,best,1_13,2,0.0,272.0,True,53.37506365776062
1209,blocksworld,4,16,best,1_14,0,0.0,278.0,True,46.86350870132446
1210,blocksworld,4,16,best,1_14,1,0.0,270.0,True,47.07287621498108
1211,blocksworld,4,16,best,1_14,2,0.0,254.0,True,46.623384952545166
1212,blocksworld,4,16,best,1_15,0,0.0,286.0,True,56.56012415885925
1213,blocksworld,4,16,best,1_15,1,0.0,278.0,True,55.83212184906006
1214,blocksworld,4,16,best,1_15,2,0.0,266.0,True,54.17725205421448
1215,blocksworld,4,16,best,1_16,0,0.0,302.0,True,65.82310461997986
1216,blocksworld,4,16,best,1_16,1,0.0,294.0,True,59.51880884170532
1217,blocksworld,4,16,best,1_16,2,0.0,274.0,True,67.51086640357971
1218,blocksworld,4,16,best,1_17,0,0.0,324.0,True,68.0100302696228
1219,blocksworld,4,16,best,1_17,1,0.0,306.0,True,64.52918696403503
1220,blocksworld,4,16,best,1_17,2,0.0,296.0,True,65.00520777702332
1221,blocksworld,4,16,best,1_18,0,0.0,338.0,True,76.98802614212036
1222,blocksworld,4,16,best,1_18,1,0.0,330.0,True,69.99381041526794
1223,blocksworld,4,16,best,1_18,2,0.0,324.0,True,84.81270098686218
1224,blocksworld,4,16,best,1_19,0,0.0,352.0,True,90.62035346031189
1225,blocksworld,4,16,best,1_19,1,0.0,324.0,True,91.83677625656128
1226,blocksworld,4,16,best,1_19,2,0.0,324.0,True,88.96906352043152
1227,blocksworld,4,16,best,1_20,0,0.0,370.0,True,101.60117411613464
1228,blocksworld,4,16,best,1_20,1,0.0,354.0,True,101.39344120025635
1229,blocksworld,4,16,best,1_20,2,0.0,344.0,True,96.80075669288635
1230,blocksworld,4,16,best,1_21,0,0.0,370.0,True,90.31148767471313
1231,blocksworld,4,16,best,1_21,1,0.0,366.0,True,103.20332193374634
1232,blocksworld,4,16,best,1_21,2,0.0,344.0,True,101.72192215919495
1233,blocksworld,4,16,best,1_22,0,0.0,392.0,True,111.34487795829773
1234,blocksworld,4,16,best,1_22,1,0.0,362.0,True,112.3849196434021
1235,blocksworld,4,16,best,1_22,2,0.0,362.0,True,140.74226808547974
1236,blocksworld,4,16,best,1_23,0,0.0,418.0,True,154.49241948127747
1237,blocksworld,4,16,best,1_23,1,0.0,406.0,True,148.38654017448425
1238,blocksworld,4,16,best,1_23,2,0.0,404.0,True,147.78808450698853
1239,blocksworld,4,16,best,1_24,0,0.0,410.0,True,128.2661452293396
1240,blocksworld,4,16,best,1_24,1,0.0,384.0,True,124.62645316123962
1241,blocksworld,4,16,best,1_24,2,0.0,378.0,True,159.73740005493164
1242,blocksworld,4,16,best,1_25,0,0.0,432.0,True,144.9749939441681
1243,blocksworld,4,16,best,1_25,1,0.0,406.0,True,135.97012448310852
1244,blocksworld,4,16,best,1_25,2,0.0,388.0,True,164.4315905570984
1245,blocksworld,4,16,best,1_26,0,0.0,464.0,True,170.56466388702393
1246,blocksworld,4,16,best,1_26,1,0.0,438.0,True,173.562744140625
1247,blocksworld,4,16,best,1_26,2,0.0,430.0,True,190.81169629096985
1248,blocksworld,4,16,best,1_27,0,0.0,458.0,True,205.97907280921936
1249,blocksworld,4,16,best,1_27,1,0.0,436.0,True,188.19910645484924
1250,blocksworld,4,16,best,1_27,2,0.0,426.0,True,218.33194065093994
1251,blocksworld,4,16,best,1_28,0,0.0,460.0,True,156.40327763557434
1252,blocksworld,4,16,best,1_28,1,0.0,436.0,True,169.4007842540741
1253,blocksworld,4,16,best,1_28,2,0.0,430.0,True,173.93727803230286
1254,blocksworld,4,16,best,1_29,0,0.0,488.0,True,199.00910234451294
1255,blocksworld,4,16,best,1_29,1,0.0,458.0,True,198.55338549613953
1256,blocksworld,4,16,best,1_29,2,0.0,440.0,True,217.68068194389343
1257,blocksworld,4,16,best,1_30,0,0.0,526.0,True,264.5623917579651
1258,blocksworld,4,16,best,1_30,1,0.0,514.0,True,327.0813081264496
1259,blocksworld,4,16,best,1_30,2,0.0,508.0,True,334.62349939346313
1260,blocksworld,4,32,best,0_01,0,0.0,10.0,True,0.436598539352417
1261,blocksworld,4,32,best,0_01,1,0.0,10.0,True,0.445204496383667
1262,blocksworld,4,32,best,0_01,2,0.0,10.0,True,0.44785118103027344
1263,blocksworld,4,32,best,0_02,0,0.0,8.0,True,0.34598422050476074
1264,blocksworld,4,32,best,0_02,1,0.0,8.0,True,0.4803609848022461
1265,blocksworld,4,32,best,0_02,2,0.0,8.0,True,0.4831256866455078
1266,blocksworld,4,32,best,0_03,0,0.0,20.0,True,0.7565655708312988
1267,blocksworld,4,32,best,0_03,1,0.0,20.0,True,0.7411410808563232
1268,blocksworld,4,32,best,0_03,2,0.0,20.0,True,0.9528508186340332
1269,blocksworld,4,32,best,0_04,0,0.0,24.0,True,1.0001647472381592
1270,blocksworld,4,32,best,0_04,1,0.0,24.0,True,0.9808883666992188
1271,blocksworld,4,32,best,0_04,2,0.0,24.0,True,0.8669028282165527
1272,blocksworld,4,32,best,0_05,0,0.0,24.0,True,0.9442965984344482
1273,blocksworld,4,32,best,0_05,1,0.0,24.0,True,0.985978364944458
1274,blocksworld,4,32,best,0_05,2,0.0,24.0,True,0.9981544017791748
1275,blocksworld,4,32,best,0_06,0,0.0,26.0,True,0.9569532871246338
1276,blocksworld,4,32,best,0_06,1,0.0,26.0,True,1.0905611515045166
1277,blocksworld,4,32,best,0_06,2,0.0,28.0,True,1.208906650543213
1278,blocksworld,4,32,best,0_07,0,0.0,32.0,True,1.26279616355896
1279,blocksworld,4,32,best,0_07,1,0.0,32.0,True,1.1603741645812988
1280,blocksworld,4,32,best,0_07,2,0.0,32.0,True,1.3684675693511963
1281,blocksworld,4,32,best,0_08,0,0.0,32.0,True,1.2524044513702393
1282,blocksworld,4,32,best,0_08,1,0.0,32.0,True,1.2364838123321533
1283,blocksworld,4,32,best,0_08,2,0.0,32.0,True,1.2376594543457031
1284,blocksworld,4,32,best,0_09,0,0.0,36.0,True,1.4941868782043457
1285,blocksworld,4,32,best,0_09,1,0.0,36.0,True,1.3169934749603271
1286,blocksworld,4,32,best,0_09,2,0.0,36.0,True,1.3834834098815918
1287,blocksworld,4,32,best,0_10,0,0.0,38.0,True,1.4243652820587158
1288,blocksworld,4,32,best,0_10,1,0.0,38.0,True,1.3903329372406006
1289,blocksworld,4,32,best,0_10,2,0.0,38.0,True,1.601942539215088
1290,blocksworld,4,32,best,0_11,0,0.0,48.0,True,1.6786720752716064
1291,blocksworld,4,32,best,0_11,1,0.0,48.0,True,1.7270901203155518
1292,blocksworld,4,32,best,0_11,2,0.0,48.0,True,1.8650882244110107
1293,blocksworld,4,32,best,0_12,0,0.0,42.0,True,1.9345228672027588
1294,blocksworld,4,32,best,0_12,1,0.0,42.0,True,1.8093903064727783
1295,blocksworld,4,32,best,0_12,2,0.0,44.0,True,1.8554222583770752
1296,blocksworld,4,32,best,0_13,0,0.0,48.0,True,2.1735026836395264
1297,blocksworld,4,32,best,0_13,1,0.0,48.0,True,2.0981149673461914
1298,blocksworld,4,32,best,0_13,2,0.0,46.0,True,2.071080446243286
1299,blocksworld,4,32,best,0_14,0,0.0,48.0,True,1.9041938781738281
1300,blocksworld,4,32,best,0_14,1,0.0,46.0,True,1.9321064949035645
1301,blocksworld,4,32,best,0_14,2,0.0,46.0,True,1.9113786220550537
1302,blocksworld,4,32,best,0_15,0,0.0,48.0,True,2.152942180633545
1303,blocksworld,4,32,best,0_15,1,0.0,48.0,True,2.2923741340637207
1304,blocksworld,4,32,best,0_15,2,0.0,48.0,True,2.3814594745635986
1305,blocksworld,4,32,best,0_16,0,0.0,54.0,True,2.4903829097747803
1306,blocksworld,4,32,best,0_16,1,0.0,60.0,True,2.589731454849243
1307,blocksworld,4,32,best,0_16,2,0.0,60.0,True,2.585378885269165
1308,blocksworld,4,32,best,0_17,0,0.0,60.0,True,3.0635480880737305
1309,blocksworld,4,32,best,0_17,1,0.0,60.0,True,2.850635528564453
1310,blocksworld,4,32,best,0_17,2,0.0,60.0,True,2.6115059852600098
1311,blocksworld,4,32,best,0_18,0,0.0,54.0,True,2.5834782123565674
1312,blocksworld,4,32,best,0_18,1,0.0,54.0,True,2.743694305419922
1313,blocksworld,4,32,best,0_18,2,0.0,54.0,True,2.5310802459716797
1314,blocksworld,4,32,best,0_19,0,0.0,60.0,True,2.6438677310943604
1315,blocksworld,4,32,best,0_19,1,0.0,58.0,True,2.9274096488952637
1316,blocksworld,4,32,best,0_19,2,0.0,60.0,True,2.7389683723449707
1317,blocksworld,4,32,best,0_20,0,0.0,56.0,True,2.6055784225463867
1318,blocksworld,4,32,best,0_20,1,0.0,56.0,True,2.6889779567718506
1319,blocksworld,4,32,best,0_20,2,0.0,56.0,True,2.6242947578430176
1320,blocksworld,4,32,best,0_21,0,0.0,62.0,True,3.2491180896759033
1321,blocksworld,4,32,best,0_21,1,0.0,64.0,True,2.9540815353393555
1322,blocksworld,4,32,best,0_21,2,0.0,60.0,True,2.8663828372955322
1323,blocksworld,4,32,best,0_22,0,0.0,76.0,True,4.5441200733184814
1324,blocksworld,4,32,best,0_22,1,0.0,76.0,True,4.563656806945801
1325,blocksworld,4,32,best,0_22,2,0.0,78.0,True,4.099127531051636
1326,blocksworld,4,32,best,0_23,0,0.0,64.0,True,3.448073148727417
1327,blocksworld,4,32,best,0_23,1,0.0,66.0,True,3.22261381149292
1328,blocksworld,4,32,best,0_23,2,0.0,66.0,True,3.078233003616333
1329,blocksworld,4,32,best,0_24,0,0.0,76.0,True,4.709526300430298
1330,blocksworld,4,32,best,0_24,1,0.0,74.0,True,4.16784930229187
1331,blocksworld,4,32,best,0_24,2,0.0,80.0,True,4.609344244003296
1332,blocksworld,4,32,best,0_25,0,0.0,84.0,True,5.013047218322754
1333,blocksworld,4,32,best,0_25,1,0.0,86.0,True,5.118975400924683
1334,blocksworld,4,32,best,0_25,2,0.0,86.0,True,4.952566623687744
1335,blocksworld,4,32,best,0_26,0,0.0,80.0,True,4.384947299957275
1336,blocksworld,4,32,best,0_26,1,0.0,78.0,True,4.285502195358276
1337,blocksworld,4,32,best,0_26,2,0.0,80.0,True,4.229139804840088
1338,blocksworld,4,32,best,0_27,0,0.0,70.0,True,3.9811081886291504
1339,blocksworld,4,32,best,0_27,1,0.0,72.0,True,3.8968217372894287
1340,blocksworld,4,32,best,0_27,2,0.0,72.0,True,4.310454845428467
1341,blocksworld,4,32,best,0_28,0,0.0,86.0,True,5.158020496368408
1342,blocksworld,4,32,best,0_28,1,0.0,86.0,True,5.303173542022705
1343,blocksworld,4,32,best,0_28,2,0.0,86.0,True,5.588692665100098
1344,blocksworld,4,32,best,0_29,0,0.0,80.0,True,4.830061197280884
1345,blocksworld,4,32,best,0_29,1,0.0,78.0,True,4.430308103561401
1346,blocksworld,4,32,best,0_29,2,0.0,78.0,True,4.695375680923462
1347,blocksworld,4,32,best,0_30,0,0.0,94.0,True,5.993067502975464
1348,blocksworld,4,32,best,0_30,1,0.0,90.0,True,5.260317087173462
1349,blocksworld,4,32,best,0_30,2,0.0,94.0,True,6.425480127334595
1350,blocksworld,4,32,best,1_01,0,0.0,120.0,True,8.006417512893677
1351,blocksworld,4,32,best,1_01,1,0.0,110.0,True,7.929429531097412
1352,blocksworld,4,32,best,1_01,2,0.0,118.0,True,7.6542651653289795
1353,blocksworld,4,32,best,1_02,0,0.0,122.0,True,9.383646011352539
1354,blocksworld,4,32,best,1_02,1,0.0,122.0,True,9.684104681015015
1355,blocksworld,4,32,best,1_02,2,0.0,118.0,True,9.101879835128784
1356,blocksworld,4,32,best,1_03,0,0.0,126.0,True,9.142247438430786
1357,blocksworld,4,32,best,1_03,1,0.0,134.0,True,9.72060227394104
1358,blocksworld,4,32,best,1_03,2,0.0,136.0,True,9.985356569290161
1359,blocksworld,4,32,best,1_04,0,0.0,162.0,True,14.872446775436401
1360,blocksworld,4,32,best,1_04,1,0.0,160.0,True,15.413331747055054
1361,blocksworld,4,32,best,1_04,2,0.0,158.0,True,14.303286790847778
1362,blocksworld,4,32,best,1_05,0,0.0,160.0,True,15.098527669906616
1363,blocksworld,4,32,best,1_05,1,0.0,152.0,True,15.183643579483032
1364,blocksworld,4,32,best,1_05,2,0.0,156.0,True,16.208601713180542
1365,blocksworld,4,32,best,1_06,0,0.0,156.0,True,14.488430500030518
1366,blocksworld,4,32,best,1_06,1,0.0,164.0,True,16.14370560646057
1367,blocksworld,4,32,best,1_06,2,0.0,156.0,True,14.524762868881226
1368,blocksworld,4,32,best,1_07,0,0.0,180.0,True,21.382169008255005
1369,blocksworld,4,32,best,1_07,1,0.0,176.0,True,20.265156030654907
1370,blocksworld,4,32,best,1_07,2,0.0,176.0,True,22.264723539352417
1371,blocksworld,4,32,best,1_08,0,0.0,194.0,True,28.797486066818237
1372,blocksworld,4,32,best,1_08,1,0.0,194.0,True,26.187824964523315
1373,blocksworld,4,32,best,1_08,2,0.0,188.0,True,25.574187517166138
1374,blocksworld,4,32,best,1_09,0,0.0,200.0,True,30.67275834083557
1375,blocksworld,4,32,best,1_09,1,0.0,206.0,True,25.834765195846558
1376,blocksworld,4,32,best,1_09,2,0.0,204.0,True,28.925426483154297
1377,blocksworld,4,32,best,1_10,0,0.0,214.0,True,30.86310124397278
1378,blocksworld,4,32,best,1_10,1,0.0,210.0,True,28.597601175308228
1379,blocksworld,4,32,best,1_10,2,0.0,212.0,True,29.594501495361328
1380,blocksworld,4,32,best,1_11,0,0.0,228.0,True,40.42282724380493
1381,blocksworld,4,32,best,1_11,1,0.0,228.0,True,37.37358474731445
1382,blocksworld,4,32,best,1_11,2,0.0,236.0,True,37.734984397888184
1383,blocksworld,4,32,best,1_12,0,0.0,258.0,True,45.885846853256226
1384,blocksworld,4,32,best,1_12,1,0.0,258.0,True,48.51866936683655
1385,blocksworld,4,32,best,1_12,2,0.0,258.0,True,49.21812558174133
1386,blocksworld,4,32,best,1_13,0,0.0,270.0,True,59.72236180305481
1387,blocksworld,4,32,best,1_13,1,0.0,274.0,True,58.08034944534302
1388,blocksworld,4,32,best,1_13,2,0.0,274.0,True,56.02767252922058
1389,blocksworld,4,32,best,1_14,0,0.0,262.0,True,50.573999881744385
1390,blocksworld,4,32,best,1_14,1,0.0,268.0,True,52.68243622779846
