,domain,layer,dim,choice,problem,repeat,cycles,plan_length,plan_found,time
2384,ferry,3,32,best,0_15,2,0.0,37.0,True,1.3837242126464844
2385,ferry,3,32,best,0_16,0,0.0,42.0,True,1.5346827507019043
2386,ferry,3,32,best,0_16,1,0.0,39.0,True,1.3772814273834229
2387,ferry,3,32,best,0_16,2,0.0,39.0,True,1.5808453559875488
2388,ferry,3,32,best,0_17,0,0.0,46.0,True,1.5674543380737305
2389,ferry,3,32,best,0_17,1,0.0,45.0,True,1.4887621402740479
2390,ferry,3,32,best,0_17,2,0.0,45.0,True,1.6260054111480713
2391,ferry,3,32,best,0_18,0,0.0,40.0,True,1.4448132514953613
2392,ferry,3,32,best,0_18,1,0.0,40.0,True,1.349872350692749
2393,ferry,3,32,best,0_18,2,0.0,40.0,True,1.6056647300720215
2394,ferry,3,32,best,0_19,0,0.0,44.0,True,1.5189502239227295
2395,ferry,3,32,best,0_19,1,0.0,45.0,True,1.5289521217346191
2396,ferry,3,32,best,0_19,2,0.0,46.0,True,1.6991825103759766
2397,ferry,3,32,best,0_20,0,0.0,52.0,True,2.055077075958252
2398,ferry,3,32,best,0_20,1,0.0,49.0,True,1.8989448547363281
2399,ferry,3,32,best,0_20,2,0.0,50.0,True,1.9325714111328125
2400,ferry,3,32,best,0_21,0,0.0,50.0,True,1.7548513412475586
2401,ferry,3,32,best,0_21,1,0.0,49.0,True,1.7155489921569824
2402,ferry,3,32,best,0_21,2,0.0,51.0,True,1.74153470993042
2403,ferry,3,32,best,0_22,0,0.0,50.0,True,1.7211024761199951
2404,ferry,3,32,best,0_22,1,0.0,50.0,True,2.014073610305786
2405,ferry,3,32,best,0_22,2,0.0,50.0,True,1.6939239501953125
2406,ferry,3,32,best,0_23,0,0.0,52.0,True,1.9284496307373047
2407,ferry,3,32,best,0_23,1,0.0,53.0,True,2.0890557765960693
2408,ferry,3,32,best,0_23,2,0.0,52.0,True,1.6275172233581543
2409,ferry,3,32,best,0_24,0,0.0,58.0,True,2.103583574295044
2410,ferry,3,32,best,0_24,1,0.0,57.0,True,2.28963041305542
2411,ferry,3,32,best,0_24,2,0.0,57.0,True,2.0946996212005615
2412,ferry,3,32,best,0_25,0,0.0,62.0,True,2.300506114959717
2413,ferry,3,32,best,0_25,1,0.0,62.0,True,2.427034378051758
2414,ferry,3,32,best,0_25,2,0.0,60.0,True,2.381732702255249
2415,ferry,3,32,best,0_26,0,0.0,61.0,True,2.5742859840393066
2416,ferry,3,32,best,0_26,1,0.0,59.0,True,2.3838982582092285
2417,ferry,3,32,best,0_26,2,0.0,59.0,True,2.0935451984405518
2418,ferry,3,32,best,0_27,0,0.0,61.0,True,2.2960872650146484
2419,ferry,3,32,best,0_27,1,0.0,60.0,True,2.488243818283081
2420,ferry,3,32,best,0_27,2,0.0,59.0,True,2.2113866806030273
2421,ferry,3,32,best,0_28,0,0.0,67.0,True,2.6205122470855713
2422,ferry,3,32,best,0_28,1,0.0,67.0,True,2.7141671180725098
2423,ferry,3,32,best,0_28,2,0.0,67.0,True,2.521301031112671
2424,ferry,3,32,best,0_29,0,0.0,66.0,True,2.594921350479126
2425,ferry,3,32,best,0_29,1,0.0,64.0,True,2.813080072402954
2426,ferry,3,32,best,0_29,2,0.0,64.0,True,2.746243476867676
2427,ferry,3,32,best,0_30,0,0.0,75.0,True,3.028223752975464
2428,ferry,3,32,best,0_30,1,0.0,72.0,True,3.183454751968384
2429,ferry,3,32,best,0_30,2,0.0,73.0,True,3.02008056640625
2430,ferry,3,32,best,1_01,0,0.0,37.0,True,1.59922194480896
2431,ferry,3,32,best,1_01,1,0.0,36.0,True,1.2632925510406494
2432,ferry,3,32,best,1_01,2,0.0,38.0,True,1.3778948783874512
2433,ferry,3,32,best,1_02,0,0.0,49.0,True,1.944342851638794
2434,ferry,3,32,best,1_02,1,0.0,47.0,True,1.756359338760376
2435,ferry,3,32,best,1_02,2,0.0,48.0,True,1.7967143058776855
2436,ferry,3,32,best,1_03,0,0.0,63.0,True,2.5056097507476807
2437,ferry,3,32,best,1_03,1,0.0,61.0,True,2.208293914794922
2438,ferry,3,32,best,1_03,2,0.0,61.0,True,2.5317294597625732
2439,ferry,3,32,best,1_04,0,0.0,70.0,True,3.341369867324829
2440,ferry,3,32,best,1_04,1,0.0,67.0,True,2.742072820663452
2441,ferry,3,32,best,1_04,2,0.0,67.0,True,3.0597620010375977
2442,ferry,3,32,best,1_05,0,0.0,79.0,True,3.428781032562256
2443,ferry,3,32,best,1_05,1,0.0,76.0,True,3.6573190689086914
2444,ferry,3,32,best,1_05,2,0.0,75.0,True,3.443087339401245
2445,ferry,3,32,best,1_06,0,0.0,91.0,True,4.165553331375122
2446,ferry,3,32,best,1_06,1,0.0,91.0,True,4.143795728683472
2447,ferry,3,32,best,1_06,2,0.0,89.0,True,4.122826337814331
2448,ferry,3,32,best,1_07,0,0.0,104.0,True,4.883844375610352
2449,ferry,3,32,best,1_07,1,0.0,100.0,True,4.9378297328948975
2450,ferry,3,32,best,1_07,2,0.0,102.0,True,4.8589255809783936
2451,ferry,3,32,best,1_08,0,0.0,109.0,True,5.723370313644409
2452,ferry,3,32,best,1_08,1,0.0,104.0,True,5.499219179153442
2453,ferry,3,32,best,1_08,2,0.0,104.0,True,5.434446096420288
2454,ferry,3,32,best,1_09,0,0.0,124.0,True,7.329597473144531
2455,ferry,3,32,best,1_09,1,0.0,122.0,True,6.360737085342407
2456,ferry,3,32,best,1_09,2,0.0,124.0,True,6.512822389602661
2457,ferry,3,32,best,1_10,0,0.0,132.0,True,7.973783493041992
2458,ferry,3,32,best,1_10,1,0.0,129.0,True,7.339744567871094
2459,ferry,3,32,best,1_10,2,0.0,131.0,True,7.195570707321167
2460,ferry,3,32,best,1_11,0,0.0,143.0,True,9.157478332519531
2461,ferry,3,32,best,1_11,1,0.0,141.0,True,8.059359788894653
2462,ferry,3,32,best,1_11,2,0.0,140.0,True,8.397856712341309
2463,ferry,3,32,best,1_12,0,0.0,155.0,True,9.601662158966064
2464,ferry,3,32,best,1_12,1,0.0,154.0,True,10.258504390716553
2465,ferry,3,32,best,1_12,2,0.0,156.0,True,9.290535688400269
2466,ferry,3,32,best,1_13,0,0.0,163.0,True,11.612491846084595
2467,ferry,3,32,best,1_13,1,0.0,160.0,True,10.331418752670288
2468,ferry,3,32,best,1_13,2,0.0,163.0,True,10.315876722335815
2469,ferry,3,32,best,1_14,0,0.0,170.0,True,11.441728115081787
2470,ferry,3,32,best,1_14,1,0.0,168.0,True,11.762696504592896
2471,ferry,3,32,best,1_14,2,0.0,167.0,True,11.038254261016846
2472,ferry,3,32,best,1_15,0,0.0,185.0,True,13.986241340637207
2473,ferry,3,32,best,1_15,1,0.0,182.0,True,12.328944444656372
2474,ferry,3,32,best,1_15,2,0.0,180.0,True,12.727956533432007
2475,ferry,3,32,best,1_16,0,0.0,193.0,True,14.520204544067383
2476,ferry,3,32,best,1_16,1,0.0,191.0,True,14.063474893569946
2477,ferry,3,32,best,1_16,2,0.0,192.0,True,14.310259580612183
2478,ferry,3,32,best,1_17,0,0.0,199.0,True,15.897150993347168
2479,ferry,3,32,best,1_17,1,0.0,200.0,True,14.96605372428894
2480,ferry,3,32,best,1_17,2,0.0,196.0,True,14.547815084457397
2481,ferry,3,32,best,1_18,0,0.0,209.0,True,17.33989119529724
2482,ferry,3,32,best,1_18,1,0.0,207.0,True,16.70644736289978
2483,ferry,3,32,best,1_18,2,0.0,209.0,True,16.550973653793335
2484,ferry,3,32,best,1_19,0,0.0,232.0,True,21.087575674057007
2485,ferry,3,32,best,1_19,1,0.0,229.0,True,18.3160617351532
2486,ferry,3,32,best,1_19,2,0.0,228.0,True,18.342878103256226
2487,ferry,3,32,best,1_20,0,0.0,227.0,True,19.931867599487305
2488,ferry,3,32,best,1_20,1,0.0,227.0,True,19.96849226951599
2489,ferry,3,32,best,1_20,2,0.0,232.0,True,19.512577056884766
2490,ferry,3,32,best,1_21,0,0.0,238.0,True,22.46370816230774
2491,ferry,3,32,best,1_21,1,0.0,237.0,True,23.020314931869507
2492,ferry,3,32,best,1_21,2,0.0,239.0,True,21.717400074005127
2493,ferry,3,32,best,1_22,0,0.0,245.0,True,23.02772808074951
2494,ferry,3,32,best,1_22,1,0.0,246.0,True,24.344104290008545
2495,ferry,3,32,best,1_22,2,0.0,247.0,True,23.36246156692505
2496,ferry,3,32,best,1_23,0,0.0,271.0,True,27.362874031066895
2497,ferry,3,32,best,1_23,1,0.0,263.0,True,27.117705583572388
2498,ferry,3,32,best,1_23,2,0.0,266.0,True,26.214431285858154
2499,ferry,3,32,best,1_24,0,0.0,276.0,True,28.18308162689209
2500,ferry,3,32,best,1_24,1,0.0,275.0,True,29.222946882247925
2501,ferry,3,32,best,1_24,2,0.0,275.0,True,27.7894389629364
2502,ferry,3,32,best,1_25,0,0.0,293.0,True,32.235360622406006
2503,ferry,3,32,best,1_25,1,0.0,286.0,True,30.90693998336792
2504,ferry,3,32,best,1_25,2,0.0,285.0,True,29.478386163711548
2505,ferry,3,32,best,1_26,0,0.0,292.0,True,31.369584321975708
2506,ferry,3,32,best,1_26,1,0.0,291.0,True,32.318050384521484
2507,ferry,3,32,best,1_26,2,0.0,291.0,True,31.52768564224243
2508,ferry,3,32,best,1_27,0,0.0,311.0,True,35.85526704788208
2509,ferry,3,32,best,1_27,1,0.0,307.0,True,35.784507274627686
2510,ferry,3,32,best,1_27,2,0.0,307.0,True,35.621564865112305
2511,ferry,3,32,best,1_28,0,0.0,310.0,True,37.63249230384827
2512,ferry,3,32,best,1_28,1,0.0,309.0,True,37.2902352809906
2513,ferry,3,32,best,1_28,2,0.0,312.0,True,39.24229145050049
2514,ferry,3,32,best,1_29,0,0.0,327.0,True,40.08906841278076
2515,ferry,3,32,best,1_29,1,0.0,326.0,True,40.51842904090881
2516,ferry,3,32,best,1_29,2,0.0,327.0,True,40.836660861968994
2517,ferry,3,32,best,1_30,0,0.0,338.0,True,43.180665731430054
2518,ferry,3,32,best,1_30,1,0.0,331.0,True,43.51639151573181
2519,ferry,3,32,best,1_30,2,0.0,335.0,True,44.820042848587036
2520,ferry,3,8,best,0_01,0,0.0,8.0,True,0.32772278785705566
2521,ferry,3,8,best,0_01,1,0.0,8.0,True,0.35641956329345703
2522,ferry,3,8,best,0_01,2,0.0,8.0,True,0.2536308765411377
2523,ferry,3,8,best,0_02,0,0.0,8.0,True,0.5396089553833008
2524,ferry,3,8,best,0_02,1,0.0,8.0,True,0.4303164482116699
2525,ferry,3,8,best,0_02,2,0.0,8.0,True,0.2964608669281006
2526,ferry,3,8,best,0_03,0,0.0,12.0,True,0.4767282009124756
2527,ferry,3,8,best,0_03,1,0.0,12.0,True,0.46825528144836426
2528,ferry,3,8,best,0_03,2,0.0,12.0,True,0.43126559257507324
2529,ferry,3,8,best,0_04,0,0.0,11.0,True,0.3182830810546875
2530,ferry,3,8,best,0_04,1,0.0,11.0,True,0.4850609302520752
2531,ferry,3,8,best,0_04,2,0.0,11.0,True,0.4610424041748047
2532,ferry,3,8,best,0_05,0,0.0,15.0,True,0.6684393882751465
2533,ferry,3,8,best,0_05,1,0.0,15.0,True,0.5622291564941406
2534,ferry,3,8,best,0_05,2,0.0,15.0,True,0.4806857109069824
2535,ferry,3,8,best,0_06,0,0.0,18.0,True,0.7400491237640381
2536,ferry,3,8,best,0_06,1,0.0,18.0,True,0.4922919273376465
2537,ferry,3,8,best,0_06,2,0.0,18.0,True,0.5273120403289795
2538,ferry,3,8,best,0_07,0,0.0,19.0,True,0.6481497287750244
2539,ferry,3,8,best,0_07,1,0.0,19.0,True,0.5517292022705078
2540,ferry,3,8,best,0_07,2,0.0,19.0,True,0.7731587886810303
2541,ferry,3,8,best,0_08,0,0.0,23.0,True,0.966505765914917
2542,ferry,3,8,best,0_08,1,0.0,23.0,True,0.7342362403869629
2543,ferry,3,8,best,0_08,2,0.0,23.0,True,0.9249141216278076
2544,ferry,3,8,best,0_09,0,0.0,24.0,True,0.9866280555725098
2545,ferry,3,8,best,0_09,1,0.0,24.0,True,0.9197547435760498
2546,ferry,3,8,best,0_09,2,0.0,24.0,True,0.8290724754333496
2547,ferry,3,8,best,0_10,0,0.0,26.0,True,1.0569121837615967
2548,ferry,3,8,best,0_10,1,0.0,26.0,True,0.9551277160644531
2549,ferry,3,8,best,0_10,2,0.0,26.0,True,0.975750207901001
2550,ferry,3,8,best,0_11,0,0.0,30.0,True,0.9757952690124512
2551,ferry,3,8,best,0_11,1,0.0,30.0,True,1.0247032642364502
2552,ferry,3,8,best,0_11,2,0.0,30.0,True,0.9142217636108398
2553,ferry,3,8,best,0_12,0,0.0,29.0,True,1.1462435722351074
2554,ferry,3,8,best,0_12,1,0.0,29.0,True,0.8658990859985352
2555,ferry,3,8,best,0_12,2,0.0,29.0,True,1.0817058086395264
2556,ferry,3,8,best,0_13,0,0.0,31.0,True,1.0307166576385498
2557,ferry,3,8,best,0_13,1,0.0,31.0,True,1.0729055404663086
2558,ferry,3,8,best,0_13,2,0.0,31.0,True,0.9926779270172119
2559,ferry,3,8,best,0_14,0,0.0,33.0,True,1.2157785892486572
2560,ferry,3,8,best,0_14,1,0.0,33.0,True,1.2512750625610352
2561,ferry,3,8,best,0_14,2,0.0,33.0,True,1.3898108005523682
2562,ferry,3,8,best,0_15,0,0.0,37.0,True,1.2455012798309326
2563,ferry,3,8,best,0_15,1,0.0,37.0,True,1.1665904521942139
2564,ferry,3,8,best,0_15,2,0.0,37.0,True,1.3869049549102783
2565,ferry,3,8,best,0_16,0,0.0,39.0,True,1.3030617237091064
2566,ferry,3,8,best,0_16,1,0.0,39.0,True,1.3814213275909424
2567,ferry,3,8,best,0_16,2,0.0,39.0,True,1.233530044555664
2568,ferry,3,8,best,0_17,0,0.0,45.0,True,1.5023653507232666
2569,ferry,3,8,best,0_17,1,0.0,45.0,True,1.3779966831207275
2570,ferry,3,8,best,0_17,2,0.0,45.0,True,1.527052402496338
2571,ferry,3,8,best,0_18,0,0.0,40.0,True,1.3012189865112305
2572,ferry,3,8,best,0_18,1,0.0,40.0,True,1.4637250900268555
2573,ferry,3,8,best,0_18,2,0.0,41.0,True,1.3846392631530762
2574,ferry,3,8,best,0_19,0,0.0,44.0,True,1.4981837272644043
2575,ferry,3,8,best,0_19,1,0.0,45.0,True,1.6319928169250488
2576,ferry,3,8,best,0_19,2,0.0,44.0,True,1.5887234210968018
2577,ferry,3,8,best,0_20,0,0.0,49.0,True,1.6310184001922607
2578,ferry,3,8,best,0_20,1,0.0,49.0,True,1.672119140625
2579,ferry,3,8,best,0_20,2,0.0,49.0,True,1.513643741607666
2580,ferry,3,8,best,0_21,0,0.0,49.0,True,1.7564995288848877
2581,ferry,3,8,best,0_21,1,0.0,49.0,True,1.7758026123046875
2582,ferry,3,8,best,0_21,2,0.0,49.0,True,1.6238164901733398
2583,ferry,3,8,best,0_22,0,0.0,50.0,True,1.776953935623169
2584,ferry,3,8,best,0_22,1,0.0,51.0,True,1.769423484802246
2585,ferry,3,8,best,0_22,2,0.0,50.0,True,1.7035372257232666
2586,ferry,3,8,best,0_23,0,0.0,52.0,True,1.7617008686065674
2587,ferry,3,8,best,0_23,1,0.0,53.0,True,1.7696559429168701
2588,ferry,3,8,best,0_23,2,0.0,52.0,True,1.6793432235717773
2589,ferry,3,8,best,0_24,0,0.0,57.0,True,1.917372465133667
2590,ferry,3,8,best,0_24,1,0.0,57.0,True,1.964250087738037
2591,ferry,3,8,best,0_24,2,0.0,57.0,True,2.093966245651245
2592,ferry,3,8,best,0_25,0,0.0,60.0,True,2.2352454662323
2593,ferry,3,8,best,0_25,1,0.0,60.0,True,2.1527509689331055
2594,ferry,3,8,best,0_25,2,0.0,60.0,True,2.1706252098083496
2595,ferry,3,8,best,0_26,0,0.0,58.0,True,2.0469603538513184
2596,ferry,3,8,best,0_26,1,0.0,58.0,True,2.052994966506958
2597,ferry,3,8,best,0_26,2,0.0,58.0,True,2.479708671569824
2598,ferry,3,8,best,0_27,0,0.0,59.0,True,2.5810706615448
2599,ferry,3,8,best,0_27,1,0.0,59.0,True,2.415217638015747
2600,ferry,3,8,best,0_27,2,0.0,59.0,True,2.738349437713623
2601,ferry,3,8,best,0_28,0,0.0,66.0,True,2.4832983016967773
2602,ferry,3,8,best,0_28,1,0.0,68.0,True,2.42482328414917
2603,ferry,3,8,best,0_28,2,0.0,67.0,True,2.943129062652588
2604,ferry,3,8,best,0_29,0,0.0,64.0,True,2.565357208251953
2605,ferry,3,8,best,0_29,1,0.0,64.0,True,2.698037624359131
2606,ferry,3,8,best,0_29,2,0.0,65.0,True,3.6298909187316895
2607,ferry,3,8,best,0_30,0,0.0,72.0,True,2.8051559925079346
2608,ferry,3,8,best,0_30,1,0.0,73.0,True,2.677886724472046
2609,ferry,3,8,best,0_30,2,0.0,74.0,True,2.666168689727783
2610,ferry,3,8,best,1_01,0,0.0,36.0,True,1.4747185707092285
2611,ferry,3,8,best,1_01,1,0.0,36.0,True,1.5456016063690186
2612,ferry,3,8,best,1_01,2,0.0,36.0,True,1.3434319496154785
2613,ferry,3,8,best,1_02,0,0.0,47.0,True,1.903393030166626
2614,ferry,3,8,best,1_02,1,0.0,47.0,True,1.6005873680114746
2615,ferry,3,8,best,1_02,2,0.0,47.0,True,1.8205499649047852
2616,ferry,3,8,best,1_03,0,0.0,61.0,True,2.455730438232422
2617,ferry,3,8,best,1_03,1,0.0,61.0,True,2.927539825439453
2618,ferry,3,8,best,1_03,2,0.0,61.0,True,2.230013370513916
2619,ferry,3,8,best,1_04,0,0.0,67.0,True,2.650315761566162
2620,ferry,3,8,best,1_04,1,0.0,67.0,True,2.6592142581939697
2621,ferry,3,8,best,1_04,2,0.0,67.0,True,2.658080577850342
2622,ferry,3,8,best,1_05,0,0.0,74.0,True,3.193303108215332
2623,ferry,3,8,best,1_05,1,0.0,74.0,True,3.093797206878662
2624,ferry,3,8,best,1_05,2,0.0,74.0,True,2.956336736679077
2625,ferry,3,8,best,1_06,0,0.0,89.0,True,3.915550708770752
2626,ferry,3,8,best,1_06,1,0.0,89.0,True,3.639833450317383
2627,ferry,3,8,best,1_06,2,0.0,89.0,True,3.983227491378784
2628,ferry,3,8,best,1_07,0,0.0,100.0,True,4.562565326690674
2629,ferry,3,8,best,1_07,1,0.0,100.0,True,4.53314733505249
2630,ferry,3,8,best,1_07,2,0.0,100.0,True,4.543708324432373
2631,ferry,3,8,best,1_08,0,0.0,104.0,True,5.55504298210144
2632,ferry,3,8,best,1_08,1,0.0,104.0,True,5.479272842407227
2633,ferry,3,8,best,1_08,2,0.0,104.0,True,4.788971900939941
2634,ferry,3,8,best,1_09,0,0.0,120.0,True,6.061248302459717
2635,ferry,3,8,best,1_09,1,0.0,120.0,True,5.917741298675537
2636,ferry,3,8,best,1_09,2,0.0,120.0,True,5.8124754428863525
2637,ferry,3,8,best,1_10,0,0.0,129.0,True,6.531519651412964
2638,ferry,3,8,best,1_10,1,0.0,130.0,True,7.1248674392700195
2639,ferry,3,8,best,1_10,2,0.0,130.0,True,6.449614524841309
2640,ferry,3,8,best,1_11,0,0.0,139.0,True,7.345747232437134
2641,ferry,3,8,best,1_11,1,0.0,139.0,True,7.430469751358032
2642,ferry,3,8,best,1_11,2,0.0,140.0,True,7.15883207321167
2643,ferry,3,8,best,1_12,0,0.0,152.0,True,8.685410261154175
2644,ferry,3,8,best,1_12,1,0.0,152.0,True,8.576182126998901
2645,ferry,3,8,best,1_12,2,0.0,152.0,True,8.353286743164062
2646,ferry,3,8,best,1_13,0,0.0,160.0,True,9.528432607650757
2647,ferry,3,8,best,1_13,1,0.0,160.0,True,9.33331847190857
2648,ferry,3,8,best,1_13,2,0.0,160.0,True,9.107524156570435
2649,ferry,3,8,best,1_14,0,0.0,165.0,True,10.721083164215088
2650,ferry,3,8,best,1_14,1,0.0,166.0,True,10.65942645072937
2651,ferry,3,8,best,1_14,2,0.0,166.0,True,11.082836389541626
2652,ferry,3,8,best,1_15,0,0.0,179.0,True,11.829309940338135
2653,ferry,3,8,best,1_15,1,0.0,179.0,True,11.492324590682983
2654,ferry,3,8,best,1_15,2,0.0,180.0,True,12.143392086029053
2655,ferry,3,8,best,1_16,0,0.0,189.0,True,12.77780795097351
2656,ferry,3,8,best,1_16,1,0.0,189.0,True,12.775025606155396
2657,ferry,3,8,best,1_16,2,0.0,190.0,True,12.670595645904541
2658,ferry,3,8,best,1_17,0,0.0,196.0,True,14.660631895065308
2659,ferry,3,8,best,1_17,1,0.0,196.0,True,13.943441152572632
2660,ferry,3,8,best,1_17,2,0.0,195.0,True,13.755704879760742
2661,ferry,3,8,best,1_18,0,0.0,204.0,True,14.831576108932495
2662,ferry,3,8,best,1_18,1,0.0,205.0,True,15.438883304595947
2663,ferry,3,8,best,1_18,2,0.0,207.0,True,14.308348894119263
2664,ferry,3,8,best,1_19,0,0.0,226.0,True,17.2051100730896
2665,ferry,3,8,best,1_19,1,0.0,226.0,True,17.17394709587097
2666,ferry,3,8,best,1_19,2,0.0,226.0,True,16.899115324020386
2667,ferry,3,8,best,1_20,0,0.0,225.0,True,18.392537355422974
2668,ferry,3,8,best,1_20,1,0.0,226.0,True,17.476598739624023
2669,ferry,3,8,best,1_20,2,0.0,229.0,True,17.374635934829712
2670,ferry,3,8,best,1_21,0,0.0,234.0,True,19.842318534851074
2671,ferry,3,8,best,1_21,1,0.0,234.0,True,19.862646341323853
2672,ferry,3,8,best,1_21,2,0.0,238.0,True,19.42954421043396
2673,ferry,3,8,best,1_22,0,0.0,244.0,True,22.128600597381592
2674,ferry,3,8,best,1_22,1,0.0,244.0,True,21.032347917556763
2675,ferry,3,8,best,1_22,2,0.0,246.0,True,21.389458179473877
2676,ferry,3,8,best,1_23,0,0.0,261.0,True,24.15335774421692
2677,ferry,3,8,best,1_23,1,0.0,262.0,True,23.92368459701538
2678,ferry,3,8,best,1_23,2,0.0,261.0,True,24.055365800857544
2679,ferry,3,8,best,1_24,0,0.0,271.0,True,25.49137783050537
2680,ferry,3,8,best,1_24,1,0.0,271.0,True,24.442991971969604
2681,ferry,3,8,best,1_24,2,0.0,274.0,True,25.988934993743896
2682,ferry,3,8,best,1_25,0,0.0,282.0,True,27.10384178161621
2683,ferry,3,8,best,1_25,1,0.0,283.0,True,28.021886110305786
2684,ferry,3,8,best,1_25,2,0.0,284.0,True,27.85497522354126
2685,ferry,3,8,best,1_26,0,0.0,287.0,True,28.609112977981567
2686,ferry,3,8,best,1_26,1,0.0,287.0,True,29.165154695510864
2687,ferry,3,8,best,1_26,2,0.0,291.0,True,29.571312427520752
2688,ferry,3,8,best,1_27,0,0.0,303.0,True,31.878796577453613
2689,ferry,3,8,best,1_27,1,0.0,304.0,True,31.18164324760437
2690,ferry,3,8,best,1_27,2,0.0,309.0,True,31.797070026397705
2691,ferry,3,8,best,1_28,0,0.0,306.0,True,33.40426063537598
2692,ferry,3,8,best,1_28,1,0.0,306.0,True,32.553757667541504
2693,ferry,3,8,best,1_28,2,0.0,314.0,True,33.78418040275574
2694,ferry,3,8,best,1_29,0,0.0,320.0,True,35.49503993988037
2695,ferry,3,8,best,1_29,1,0.0,321.0,True,38.4154007434845
2696,ferry,3,8,best,1_29,2,0.0,329.0,True,36.6567485332489
2697,ferry,3,8,best,1_30,0,0.0,329.0,True,38.06630182266235
2698,ferry,3,8,best,1_30,1,0.0,330.0,True,39.781566858291626
2699,ferry,3,8,best,1_30,2,0.0,336.0,True,40.95964789390564
2700,ferry,4,16,best,0_01,0,0.0,8.0,True,0.27961158752441406
2701,ferry,4,16,best,0_01,1,0.0,8.0,True,0.39124107360839844
2702,ferry,4,16,best,0_01,2,0.0,8.0,True,0.4335367679595947
2703,ferry,4,16,best,0_02,0,0.0,8.0,True,0.3199343681335449
2704,ferry,4,16,best,0_02,1,0.0,8.0,True,0.3580284118652344
2705,ferry,4,16,best,0_02,2,0.0,8.0,True,0.3971543312072754
2706,ferry,4,16,best,0_03,0,0.0,12.0,True,0.5264413356781006
2707,ferry,4,16,best,0_03,1,0.0,12.0,True,0.4771461486816406
2708,ferry,4,16,best,0_03,2,0.0,12.0,True,0.4859464168548584
2709,ferry,4,16,best,0_04,0,0.0,11.0,True,0.4490847587585449
2710,ferry,4,16,best,0_04,1,0.0,11.0,True,0.4898085594177246
2711,ferry,4,16,best,0_04,2,0.0,11.0,True,0.3422975540161133
2712,ferry,4,16,best,0_05,0,0.0,15.0,True,0.6229734420776367
2713,ferry,4,16,best,0_05,1,0.0,15.0,True,0.5607759952545166
2714,ferry,4,16,best,0_05,2,0.0,15.0,True,0.5421416759490967
2715,ferry,4,16,best,0_06,0,0.0,18.0,True,0.7307629585266113
2716,ferry,4,16,best,0_06,1,0.0,18.0,True,0.8454101085662842
2717,ferry,4,16,best,0_06,2,0.0,18.0,True,0.5623438358306885
2718,ferry,4,16,best,0_07,0,0.0,19.0,True,0.7354223728179932
2719,ferry,4,16,best,0_07,1,0.0,19.0,True,0.7481644153594971
2720,ferry,4,16,best,0_07,2,0.0,19.0,True,0.7562203407287598
2721,ferry,4,16,best,0_08,0,0.0,23.0,True,0.9262294769287109
2722,ferry,4,16,best,0_08,1,0.0,23.0,True,0.8744795322418213
2723,ferry,4,16,best,0_08,2,0.0,23.0,True,0.8842952251434326
2724,ferry,4,16,best,0_09,0,0.0,24.0,True,0.9223618507385254
2725,ferry,4,16,best,0_09,1,0.0,24.0,True,0.8989355564117432
2726,ferry,4,16,best,0_09,2,0.0,24.0,True,0.6886489391326904
2727,ferry,4,16,best,0_10,0,0.0,26.0,True,0.9526398181915283
2728,ferry,4,16,best,0_10,1,0.0,26.0,True,1.1381926536560059
2729,ferry,4,16,best,0_10,2,0.0,26.0,True,0.851783037185669
2730,ferry,4,16,best,0_11,0,0.0,30.0,True,0.9992249011993408
2731,ferry,4,16,best,0_11,1,0.0,30.0,True,1.1346635818481445
2732,ferry,4,16,best,0_11,2,0.0,30.0,True,0.937525749206543
2733,ferry,4,16,best,0_12,0,0.0,29.0,True,1.0403101444244385
2734,ferry,4,16,best,0_12,1,0.0,29.0,True,1.134446144104004
2735,ferry,4,16,best,0_12,2,0.0,29.0,True,1.019779920578003
2736,ferry,4,16,best,0_13,0,0.0,31.0,True,1.0307023525238037
2737,ferry,4,16,best,0_13,1,0.0,31.0,True,1.193363904953003
2738,ferry,4,16,best,0_13,2,0.0,31.0,True,1.246948003768921
2739,ferry,4,16,best,0_14,0,0.0,34.0,True,1.4717378616333008
2740,ferry,4,16,best,0_14,1,0.0,33.0,True,1.2197012901306152
2741,ferry,4,16,best,0_14,2,0.0,33.0,True,1.1458842754364014
2742,ferry,4,16,best,0_15,0,0.0,37.0,True,1.2829608917236328
2743,ferry,4,16,best,0_15,1,0.0,37.0,True,1.3072948455810547
2744,ferry,4,16,best,0_15,2,0.0,37.0,True,1.224837064743042
2745,ferry,4,16,best,0_16,0,0.0,39.0,True,1.5131778717041016
2746,ferry,4,16,best,0_16,1,0.0,39.0,True,1.505833387374878
2747,ferry,4,16,best,0_16,2,0.0,39.0,True,1.4440557956695557
2748,ferry,4,16,best,0_17,0,0.0,45.0,True,1.8251049518585205
2749,ferry,4,16,best,0_17,1,0.0,45.0,True,1.6403377056121826
2750,ferry,4,16,best,0_17,2,0.0,45.0,True,1.679497241973877
2751,ferry,4,16,best,0_18,0,0.0,40.0,True,1.5174105167388916
2752,ferry,4,16,best,0_18,1,0.0,40.0,True,1.485635757446289
2753,ferry,4,16,best,0_18,2,0.0,40.0,True,1.5014050006866455
2754,ferry,4,16,best,0_19,0,0.0,44.0,True,1.6833128929138184
2755,ferry,4,16,best,0_19,1,0.0,45.0,True,1.7680976390838623
2756,ferry,4,16,best,0_19,2,0.0,44.0,True,1.5914113521575928
