domain,problem,repeat,time,plan_length,plan_found
blocksworld,2_08,9,,,False
blocksworld,2_09,0,,,False
blocksworld,2_09,1,,,False
blocksworld,2_09,2,,,False
blocksworld,2_09,3,,,False
blocksworld,2_09,4,,,False
blocksworld,2_09,5,,,False
blocksworld,2_09,6,,,False
blocksworld,2_09,7,,,False
blocksworld,2_09,8,,,False
blocksworld,2_09,9,,,False
blocksworld,2_10,0,,,False
blocksworld,2_10,1,,,False
blocksworld,2_10,2,,,False
blocksworld,2_10,3,,,False
blocksworld,2_10,4,,,False
blocksworld,2_10,5,,,False
blocksworld,2_10,6,,,False
blocksworld,2_10,7,,,False
blocksworld,2_10,8,,,False
blocksworld,2_10,9,,,False
blocksworld,2_11,0,,,False
blocksworld,2_11,1,,,False
blocksworld,2_11,2,,,False
blocksworld,2_11,3,,,False
blocksworld,2_11,4,,,False
blocksworld,2_11,5,,,False
blocksworld,2_11,6,,,False
blocksworld,2_11,7,,,False
blocksworld,2_11,8,,,False
blocksworld,2_11,9,,,False
blocksworld,2_12,0,,,False
blocksworld,2_12,1,,,False
blocksworld,2_12,2,,,False
blocksworld,2_12,3,,,False
blocksworld,2_12,4,,,False
blocksworld,2_12,5,,,False
blocksworld,2_12,6,,,False
blocksworld,2_12,7,,,False
blocksworld,2_12,8,,,False
blocksworld,2_12,9,,,False
blocksworld,2_13,0,,,False
blocksworld,2_13,1,,,False
blocksworld,2_13,2,,,False
blocksworld,2_13,3,,,False
blocksworld,2_13,4,,,False
blocksworld,2_13,5,,,False
blocksworld,2_13,6,,,False
blocksworld,2_13,7,,,False
blocksworld,2_13,8,,,False
blocksworld,2_13,9,,,False
blocksworld,2_14,0,,,False
blocksworld,2_14,1,,,False
blocksworld,2_14,2,,,False
blocksworld,2_14,3,,,False
blocksworld,2_14,4,,,False
blocksworld,2_14,5,,,False
blocksworld,2_14,6,,,False
blocksworld,2_14,7,,,False
blocksworld,2_14,8,,,False
blocksworld,2_14,9,,,False
blocksworld,2_15,0,,,False
blocksworld,2_15,1,,,False
blocksworld,2_15,2,,,False
blocksworld,2_15,3,,,False
blocksworld,2_15,4,,,False
blocksworld,2_15,5,,,False
blocksworld,2_15,6,,,False
blocksworld,2_15,7,,,False
blocksworld,2_15,8,,,False
blocksworld,2_15,9,,,False
blocksworld,2_16,0,,,False
blocksworld,2_16,1,,,False
blocksworld,2_16,2,,,False
blocksworld,2_16,3,,,False
blocksworld,2_16,4,,,False
blocksworld,2_16,5,,,False
blocksworld,2_16,6,,,False
blocksworld,2_16,7,,,False
blocksworld,2_16,8,,,False
blocksworld,2_16,9,,,False
blocksworld,2_17,0,,,False
blocksworld,2_17,1,,,False
blocksworld,2_17,2,,,False
blocksworld,2_17,3,,,False
blocksworld,2_17,4,,,False
blocksworld,2_17,5,,,False
blocksworld,2_17,6,,,False
blocksworld,2_17,7,,,False
blocksworld,2_17,8,,,False
blocksworld,2_17,9,,,False
blocksworld,2_18,0,,,False
blocksworld,2_18,1,,,False
blocksworld,2_18,2,,,False
blocksworld,2_18,3,,,False
blocksworld,2_18,4,,,False
blocksworld,2_18,5,,,False
blocksworld,2_18,6,,,False
blocksworld,2_18,7,,,False
blocksworld,2_18,8,,,False
blocksworld,2_18,9,,,False
blocksworld,2_19,0,,,False
blocksworld,2_19,1,,,False
blocksworld,2_19,2,,,False
blocksworld,2_19,3,,,False
blocksworld,2_19,4,,,False
blocksworld,2_19,5,,,False
blocksworld,2_19,6,,,False
blocksworld,2_19,7,,,False
blocksworld,2_19,8,,,False
blocksworld,2_19,9,,,False
blocksworld,2_20,0,,,False
blocksworld,2_20,1,,,False
blocksworld,2_20,2,,,False
blocksworld,2_20,3,,,False
blocksworld,2_20,4,,,False
blocksworld,2_20,5,,,False
blocksworld,2_20,6,,,False
blocksworld,2_20,7,,,False
blocksworld,2_20,8,,,False
blocksworld,2_20,9,,,False
blocksworld,2_21,0,,,False
blocksworld,2_21,1,,,False
blocksworld,2_21,2,,,False
blocksworld,2_21,3,,,False
blocksworld,2_21,4,,,False
blocksworld,2_21,5,,,False
blocksworld,2_21,6,,,False
blocksworld,2_21,7,,,False
blocksworld,2_21,8,,,False
blocksworld,2_21,9,,,False
blocksworld,2_22,0,,,False
blocksworld,2_22,1,,,False
blocksworld,2_22,2,,,False
blocksworld,2_22,3,,,False
blocksworld,2_22,4,,,False
blocksworld,2_22,5,,,False
blocksworld,2_22,6,,,False
blocksworld,2_22,7,,,False
blocksworld,2_22,8,,,False
blocksworld,2_22,9,,,False
blocksworld,2_23,0,,,False
blocksworld,2_23,1,,,False
blocksworld,2_23,2,,,False
blocksworld,2_23,3,,,False
blocksworld,2_23,4,,,False
blocksworld,2_23,5,,,False
blocksworld,2_23,6,,,False
blocksworld,2_23,7,,,False
blocksworld,2_23,8,,,False
blocksworld,2_23,9,,,False
blocksworld,2_24,0,,,False
blocksworld,2_24,1,,,False
blocksworld,2_24,2,,,False
blocksworld,2_24,3,,,False
blocksworld,2_24,4,,,False
blocksworld,2_24,5,,,False
blocksworld,2_24,6,,,False
blocksworld,2_24,7,,,False
blocksworld,2_24,8,,,False
blocksworld,2_24,9,,,False
blocksworld,2_25,0,,,False
blocksworld,2_25,1,,,False
blocksworld,2_25,2,,,False
blocksworld,2_25,3,,,False
blocksworld,2_25,4,,,False
blocksworld,2_25,5,,,False
blocksworld,2_25,6,,,False
blocksworld,2_25,7,,,False
blocksworld,2_25,8,,,False
blocksworld,2_25,9,,,False
blocksworld,2_26,0,,,False
blocksworld,2_26,1,,,False
blocksworld,2_26,2,,,False
blocksworld,2_26,3,,,False
blocksworld,2_26,4,,,False
blocksworld,2_26,5,,,False
blocksworld,2_26,6,,,False
blocksworld,2_26,7,,,False
blocksworld,2_26,8,,,False
blocksworld,2_26,9,,,False
blocksworld,2_27,0,,,False
blocksworld,2_27,1,,,False
blocksworld,2_27,2,,,False
blocksworld,2_27,3,,,False
blocksworld,2_27,4,,,False
blocksworld,2_27,5,,,False
blocksworld,2_27,6,,,False
blocksworld,2_27,7,,,False
blocksworld,2_27,8,,,False
blocksworld,2_27,9,,,False
blocksworld,2_28,0,,,False
blocksworld,2_28,1,,,False
blocksworld,2_28,2,,,False
blocksworld,2_28,3,,,False
blocksworld,2_28,4,,,False
blocksworld,2_28,5,,,False
blocksworld,2_28,6,,,False
blocksworld,2_28,7,,,False
blocksworld,2_28,8,,,False
blocksworld,2_28,9,,,False
blocksworld,2_29,0,,,False
blocksworld,2_29,1,,,False
blocksworld,2_29,2,,,False
blocksworld,2_29,3,,,False
blocksworld,2_29,4,,,False
blocksworld,2_29,5,,,False
blocksworld,2_29,6,,,False
blocksworld,2_29,7,,,False
blocksworld,2_29,8,,,False
blocksworld,2_29,9,,,False
blocksworld,2_30,0,,,False
blocksworld,2_30,1,,,False
blocksworld,2_30,2,,,False
blocksworld,2_30,3,,,False
blocksworld,2_30,4,,,False
blocksworld,2_30,5,,,False
blocksworld,2_30,6,,,False
blocksworld,2_30,7,,,False
blocksworld,2_30,8,,,False
blocksworld,2_30,9,,,False
ferry,0_01,0,1.2011609077453613,8.0,True
ferry,0_01,1,1.3966238498687744,8.0,True
ferry,0_01,2,1.4024577140808105,8.0,True
ferry,0_01,3,1.3579354286193848,8.0,True
ferry,0_01,4,1.412402629852295,8.0,True
ferry,0_01,5,1.2276101112365723,8.0,True
ferry,0_01,6,1.4181149005889893,8.0,True
ferry,0_01,7,1.4093351364135742,8.0,True
ferry,0_01,8,1.2573959827423096,8.0,True
ferry,0_01,9,1.2169601917266846,8.0,True
ferry,0_02,0,1.377223253250122,8.0,True
ferry,0_02,1,1.119460105895996,8.0,True
ferry,0_02,2,1.1183526515960693,8.0,True
ferry,0_02,3,1.2609078884124756,8.0,True
ferry,0_02,4,1.4386475086212158,8.0,True
ferry,0_02,5,1.3604190349578857,8.0,True
ferry,0_02,6,1.150223731994629,8.0,True
ferry,0_02,7,1.3353126049041748,8.0,True
ferry,0_02,8,1.3710002899169922,8.0,True
ferry,0_02,9,1.2522201538085938,8.0,True
ferry,0_03,0,1.3553171157836914,12.0,True
ferry,0_03,1,1.4205238819122314,12.0,True
ferry,0_03,2,1.5604863166809082,12.0,True
ferry,0_03,3,1.653571367263794,12.0,True
ferry,0_03,4,1.5950932502746582,12.0,True
ferry,0_03,5,1.5846147537231445,12.0,True
ferry,0_03,6,1.3584802150726318,12.0,True
ferry,0_03,7,1.6583259105682373,12.0,True
ferry,0_03,8,1.587477684020996,12.0,True
ferry,0_03,9,1.6351935863494873,12.0,True
ferry,0_04,0,1.713160514831543,12.0,True
ferry,0_04,1,1.4817264080047607,11.0,True
ferry,0_04,2,1.475351333618164,11.0,True
ferry,0_04,3,1.690028190612793,11.0,True
ferry,0_04,4,1.343148946762085,11.0,True
ferry,0_04,5,1.5102393627166748,11.0,True
ferry,0_04,6,1.5633854866027832,11.0,True
ferry,0_04,7,1.644021987915039,11.0,True
ferry,0_04,8,1.5335819721221924,11.0,True
ferry,0_04,9,1.5862176418304443,12.0,True
ferry,0_05,0,1.72139310836792,15.0,True
ferry,0_05,1,1.7724335193634033,15.0,True
ferry,0_05,2,1.883314609527588,15.0,True
ferry,0_05,3,1.8603496551513672,15.0,True
ferry,0_05,4,1.918701171875,15.0,True
ferry,0_05,5,1.5076134204864502,15.0,True
ferry,0_05,6,1.7368850708007812,15.0,True
ferry,0_05,7,1.4563369750976562,15.0,True
ferry,0_05,8,1.4736909866333008,15.0,True
ferry,0_05,9,1.5655786991119385,15.0,True
ferry,0_06,0,1.9102098941802979,18.0,True
ferry,0_06,1,1.9327473640441895,18.0,True
ferry,0_06,2,1.96917724609375,18.0,True
ferry,0_06,3,2.100769281387329,20.0,True
ferry,0_06,4,1.9667918682098389,18.0,True
ferry,0_06,5,1.895320177078247,18.0,True
ferry,0_06,6,2.026193857192993,20.0,True
ferry,0_06,7,1.8695192337036133,19.0,True
ferry,0_06,8,1.9974262714385986,20.0,True
ferry,0_06,9,1.9882559776306152,18.0,True
ferry,0_07,0,2.0597896575927734,20.0,True
ferry,0_07,1,2.0425076484680176,19.0,True
ferry,0_07,2,2.061779022216797,19.0,True
ferry,0_07,3,2.1071248054504395,20.0,True
ferry,0_07,4,1.9561171531677246,19.0,True
ferry,0_07,5,2.1298837661743164,19.0,True
ferry,0_07,6,1.7005424499511719,20.0,True
ferry,0_07,7,1.9479303359985352,20.0,True
ferry,0_07,8,1.880284309387207,19.0,True
ferry,0_07,9,2.094231605529785,19.0,True
ferry,0_08,0,2.077176332473755,23.0,True
ferry,0_08,1,2.163649559020996,23.0,True
ferry,0_08,2,2.2485885620117188,23.0,True
ferry,0_08,3,1.7675554752349854,24.0,True
ferry,0_08,4,1.9654045104980469,24.0,True
ferry,0_08,5,2.007201910018921,23.0,True
ferry,0_08,6,2.1501882076263428,24.0,True
ferry,0_08,7,2.3136730194091797,23.0,True
ferry,0_08,8,1.8367197513580322,24.0,True
ferry,0_08,9,2.3615996837615967,23.0,True
ferry,0_09,0,1.7232270240783691,24.0,True
ferry,0_09,1,1.9023857116699219,24.0,True
ferry,0_09,2,1.916477918624878,24.0,True
ferry,0_09,3,1.9455821514129639,26.0,True
ferry,0_09,4,2.1454741954803467,24.0,True
ferry,0_09,5,2.253305435180664,24.0,True
ferry,0_09,6,2.4995334148406982,26.0,True
ferry,0_09,7,2.010871648788452,24.0,True
ferry,0_09,8,2.298534870147705,26.0,True
ferry,0_09,9,2.193650245666504,24.0,True
ferry,0_10,0,2.3350226879119873,26.0,True
ferry,0_10,1,2.2248430252075195,26.0,True
ferry,0_10,2,2.340449094772339,27.0,True
ferry,0_10,3,2.300769567489624,27.0,True
ferry,0_10,4,2.711984395980835,27.0,True
ferry,0_10,5,2.4140467643737793,27.0,True
ferry,0_10,6,2.4370322227478027,26.0,True
ferry,0_10,7,2.309474468231201,26.0,True
ferry,0_10,8,2.2440688610076904,27.0,True
ferry,0_10,9,2.306760787963867,26.0,True
ferry,0_11,0,2.6719303131103516,31.0,True
ferry,0_11,1,2.5153887271881104,30.0,True
ferry,0_11,2,2.2822535037994385,30.0,True
ferry,0_11,3,2.3960464000701904,32.0,True
ferry,0_11,4,2.4549813270568848,30.0,True
ferry,0_11,5,2.5077009201049805,30.0,True
ferry,0_11,6,2.5228424072265625,32.0,True
ferry,0_11,7,2.355630874633789,30.0,True
ferry,0_11,8,2.578955888748169,32.0,True
ferry,0_11,9,2.4840540885925293,31.0,True
ferry,0_12,0,2.467372417449951,30.0,True
ferry,0_12,1,2.4258413314819336,29.0,True
ferry,0_12,2,2.4155619144439697,29.0,True
ferry,0_12,3,2.507517099380493,30.0,True
ferry,0_12,4,2.5916476249694824,30.0,True
ferry,0_12,5,2.6600780487060547,30.0,True
ferry,0_12,6,2.4887943267822266,29.0,True
ferry,0_12,7,2.331019878387451,29.0,True
ferry,0_12,8,2.555516481399536,29.0,True
ferry,0_12,9,2.4257450103759766,29.0,True
ferry,0_13,0,2.4807841777801514,32.0,True
ferry,0_13,1,2.252387285232544,32.0,True
ferry,0_13,2,2.1617062091827393,32.0,True
ferry,0_13,3,2.2759668827056885,35.0,True
ferry,0_13,4,2.482551097869873,32.0,True
ferry,0_13,5,2.573589563369751,31.0,True
ferry,0_13,6,2.658221483230591,31.0,True
ferry,0_13,7,2.209557294845581,32.0,True
ferry,0_13,8,2.172471523284912,32.0,True
ferry,0_13,9,2.5301244258880615,31.0,True
ferry,0_14,0,2.2427756786346436,33.0,True
ferry,0_14,1,2.2632734775543213,34.0,True
ferry,0_14,2,2.751269578933716,34.0,True
ferry,0_14,3,2.7661499977111816,35.0,True
ferry,0_14,4,2.2116572856903076,33.0,True
ferry,0_14,5,2.8093225955963135,34.0,True
ferry,0_14,6,2.610347270965576,35.0,True
ferry,0_14,7,2.68237042427063,34.0,True
ferry,0_14,8,2.29852557182312,34.0,True
ferry,0_14,9,2.6084184646606445,33.0,True
ferry,0_15,0,3.195106029510498,37.0,True
ferry,0_15,1,2.624415159225464,37.0,True
ferry,0_15,2,2.9349002838134766,38.0,True
ferry,0_15,3,2.885573387145996,37.0,True
ferry,0_15,4,2.6649844646453857,38.0,True
ferry,0_15,5,3.130948066711426,37.0,True
ferry,0_15,6,2.867084503173828,37.0,True
ferry,0_15,7,2.8515517711639404,37.0,True
ferry,0_15,8,2.7203617095947266,38.0,True
ferry,0_15,9,2.970604419708252,39.0,True
ferry,0_16,0,3.139075517654419,41.0,True
ferry,0_16,1,3.150007724761963,39.0,True
ferry,0_16,2,3.121657133102417,39.0,True
ferry,0_16,3,3.0871422290802,42.0,True
ferry,0_16,4,3.181490421295166,39.0,True
ferry,0_16,5,3.082821846008301,39.0,True
ferry,0_16,6,3.032094717025757,40.0,True
ferry,0_16,7,3.127249002456665,39.0,True
ferry,0_16,8,2.9130265712738037,40.0,True
ferry,0_16,9,3.075427532196045,41.0,True
ferry,0_17,0,3.5031838417053223,45.0,True
ferry,0_17,1,3.0949761867523193,45.0,True
ferry,0_17,2,3.4809460639953613,45.0,True
ferry,0_17,3,2.8406739234924316,46.0,True
ferry,0_17,4,3.28250789642334,45.0,True
ferry,0_17,5,3.377917528152466,45.0,True
ferry,0_17,6,3.5165698528289795,45.0,True
ferry,0_17,7,3.1342928409576416,45.0,True
ferry,0_17,8,2.886362314224243,47.0,True
ferry,0_17,9,3.197842836380005,45.0,True
ferry,0_18,0,3.3744492530822754,42.0,True
ferry,0_18,1,3.027358293533325,40.0,True
ferry,0_18,2,2.7441439628601074,40.0,True
ferry,0_18,3,3.1140873432159424,44.0,True
ferry,0_18,4,3.3088948726654053,41.0,True
ferry,0_18,5,2.8988325595855713,42.0,True
ferry,0_18,6,3.0460338592529297,42.0,True
ferry,0_18,7,3.3943662643432617,42.0,True
ferry,0_18,8,2.8925206661224365,44.0,True
ferry,0_18,9,3.2124955654144287,41.0,True
ferry,0_19,0,3.551847219467163,45.0,True
ferry,0_19,1,3.538318634033203,45.0,True
ferry,0_19,2,3.0316243171691895,45.0,True
ferry,0_19,3,3.5785927772521973,46.0,True
ferry,0_19,4,3.2281010150909424,45.0,True
ferry,0_19,5,3.248291254043579,45.0,True
ferry,0_19,6,3.0776023864746094,45.0,True
ferry,0_19,7,3.577376127243042,46.0,True
ferry,0_19,8,3.3879916667938232,45.0,True
ferry,0_19,9,3.1542088985443115,46.0,True
ferry,0_20,0,3.627208709716797,51.0,True
ferry,0_20,1,3.3436155319213867,49.0,True
ferry,0_20,2,3.5020461082458496,49.0,True
ferry,0_20,3,3.916486978530884,53.0,True
ferry,0_20,4,3.374952554702759,49.0,True
ferry,0_20,5,3.0089595317840576,50.0,True
ferry,0_20,6,3.574998617172241,51.0,True
ferry,0_20,7,3.564340829849243,50.0,True
ferry,0_20,8,3.0913712978363037,53.0,True
ferry,0_20,9,3.5682859420776367,49.0,True
ferry,0_21,0,4.1110999584198,51.0,True
ferry,0_21,1,3.382072925567627,49.0,True
ferry,0_21,2,3.1952240467071533,49.0,True
ferry,0_21,3,3.72086238861084,51.0,True
ferry,0_21,4,3.9417178630828857,49.0,True
ferry,0_21,5,3.43031907081604,49.0,True
ferry,0_21,6,3.3348541259765625,54.0,True
ferry,0_21,7,3.6011197566986084,49.0,True
ferry,0_21,8,4.011005640029907,52.0,True
ferry,0_21,9,3.4532272815704346,49.0,True
ferry,0_22,0,3.4860310554504395,50.0,True
ferry,0_22,1,3.899552822113037,51.0,True
ferry,0_22,2,3.9631595611572266,52.0,True
ferry,0_22,3,3.6596899032592773,52.0,True
ferry,0_22,4,3.876927614212036,50.0,True
ferry,0_22,5,3.8841872215270996,50.0,True
ferry,0_22,6,3.560371160507202,50.0,True
ferry,0_22,7,3.8829219341278076,52.0,True
ferry,0_22,8,4.080788850784302,53.0,True
ferry,0_22,9,3.6270670890808105,52.0,True
ferry,0_23,0,3.540078639984131,53.0,True
ferry,0_23,1,3.6020915508270264,54.0,True
ferry,0_23,2,3.3827478885650635,52.0,True
ferry,0_23,3,3.485381841659546,53.0,True
ferry,0_23,4,3.5534744262695312,55.0,True
ferry,0_23,5,3.4459853172302246,55.0,True
ferry,0_23,6,3.857271194458008,53.0,True
ferry,0_23,7,3.4501795768737793,52.0,True
ferry,0_23,8,3.5888688564300537,56.0,True
ferry,0_23,9,3.3340747356414795,53.0,True
ferry,0_24,0,3.3818869590759277,59.0,True
ferry,0_24,1,3.4784905910491943,58.0,True
ferry,0_24,2,3.549548864364624,60.0,True
ferry,0_24,3,3.864560604095459,58.0,True
ferry,0_24,4,3.551682472229004,59.0,True
ferry,0_24,5,3.9004344940185547,58.0,True
ferry,0_24,6,3.897930145263672,58.0,True
ferry,0_24,7,4.203258991241455,58.0,True
ferry,0_24,8,3.4981234073638916,60.0,True
ferry,0_24,9,4.127631902694702,57.0,True
ferry,0_25,0,4.056394577026367,61.0,True
ferry,0_25,1,4.432774066925049,61.0,True
ferry,0_25,2,4.352671146392822,61.0,True
ferry,0_25,3,4.016237020492554,63.0,True
ferry,0_25,4,4.535260200500488,60.0,True
ferry,0_25,5,4.32008957862854,61.0,True
ferry,0_25,6,4.039874792098999,64.0,True
ferry,0_25,7,4.330063819885254,61.0,True
ferry,0_25,8,4.323088645935059,65.0,True
ferry,0_25,9,4.148187875747681,61.0,True
ferry,0_26,0,4.051148891448975,61.0,True
ferry,0_26,1,4.1010212898254395,58.0,True
ferry,0_26,2,4.150241374969482,61.0,True
ferry,0_26,3,4.258334636688232,62.0,True
ferry,0_26,4,4.2495081424713135,60.0,True
ferry,0_26,5,4.105632066726685,59.0,True
ferry,0_26,6,4.272202014923096,61.0,True
ferry,0_26,7,4.143019199371338,59.0,True
ferry,0_26,8,4.382911682128906,62.0,True
ferry,0_26,9,4.435027599334717,61.0,True
ferry,0_27,0,3.8493568897247314,60.0,True
ferry,0_27,1,4.034142017364502,59.0,True
ferry,0_27,2,3.8185760974884033,59.0,True
ferry,0_27,3,3.9495365619659424,62.0,True
ferry,0_27,4,4.171771764755249,62.0,True
ferry,0_27,5,3.95664644241333,62.0,True
ferry,0_27,6,3.71008038520813,60.0,True
ferry,0_27,7,4.070262908935547,61.0,True
ferry,0_27,8,3.836465835571289,60.0,True
ferry,0_27,9,4.017712354660034,63.0,True
ferry,0_28,0,5.08391809463501,66.0,True
ferry,0_28,1,5.2321507930755615,66.0,True
ferry,0_28,2,5.27962851524353,67.0,True
ferry,0_28,3,5.0521392822265625,70.0,True
ferry,0_28,4,5.410979986190796,66.0,True
ferry,0_28,5,4.754392147064209,67.0,True
ferry,0_28,6,4.3770411014556885,69.0,True
ferry,0_28,7,4.455782175064087,68.0,True
ferry,0_28,8,4.849306344985962,71.0,True
ferry,0_28,9,4.3120152950286865,66.0,True
ferry,0_29,0,4.725833892822266,65.0,True
ferry,0_29,1,4.690003395080566,65.0,True
ferry,0_29,2,4.962063312530518,64.0,True
ferry,0_29,3,4.933565616607666,67.0,True
ferry,0_29,4,5.159764766693115,65.0,True
ferry,0_29,5,4.804283618927002,65.0,True
ferry,0_29,6,5.10977840423584,69.0,True
ferry,0_29,7,4.895864009857178,65.0,True
ferry,0_29,8,4.90074348449707,67.0,True
ferry,0_29,9,5.170678377151489,67.0,True
ferry,0_30,0,5.290625333786011,76.0,True
ferry,0_30,1,5.32105278968811,72.0,True
ferry,0_30,2,5.271393060684204,74.0,True
ferry,0_30,3,5.562570333480835,75.0,True
ferry,0_30,4,5.377493858337402,74.0,True
ferry,0_30,5,5.281665086746216,74.0,True
ferry,0_30,6,5.445451736450195,76.0,True
ferry,0_30,7,5.459382772445679,74.0,True
ferry,0_30,8,5.641878128051758,74.0,True
ferry,0_30,9,5.29231595993042,76.0,True
ferry,1_01,0,3.092054605484009,36.0,True
ferry,1_01,1,3.086671829223633,37.0,True
ferry,1_01,2,3.0044748783111572,36.0,True
ferry,1_01,3,3.085261583328247,38.0,True
ferry,1_01,4,3.0579593181610107,36.0,True
ferry,1_01,5,2.847856044769287,37.0,True
ferry,1_01,6,3.1852920055389404,37.0,True
ferry,1_01,7,2.9747042655944824,36.0,True
ferry,1_01,8,3.122406482696533,38.0,True
ferry,1_01,9,2.520646095275879,36.0,True
ferry,1_02,0,3.923628330230713,50.0,True
ferry,1_02,1,3.792496919631958,48.0,True
ferry,1_02,2,3.5307393074035645,47.0,True
ferry,1_02,3,3.270810604095459,50.0,True
ferry,1_02,4,3.7518556118011475,50.0,True
ferry,1_02,5,3.810032367706299,52.0,True
ferry,1_02,6,3.371652603149414,48.0,True
ferry,1_02,7,3.9461448192596436,49.0,True
ferry,1_02,8,4.049834251403809,49.0,True
ferry,1_02,9,3.863604784011841,50.0,True
ferry,1_03,0,4.925891399383545,63.0,True
ferry,1_03,1,4.400755167007446,63.0,True
ferry,1_03,2,4.739117622375488,63.0,True
ferry,1_03,3,4.766700029373169,62.0,True
ferry,1_03,4,4.901563882827759,63.0,True
ferry,1_03,5,4.792505502700806,63.0,True
ferry,1_03,6,3.8414666652679443,61.0,True
ferry,1_03,7,4.779438734054565,61.0,True
ferry,1_03,8,4.476198196411133,61.0,True
ferry,1_03,9,4.880869388580322,62.0,True
ferry,1_04,0,5.17081880569458,68.0,True
ferry,1_04,1,4.8592917919158936,68.0,True
ferry,1_04,2,4.753347158432007,68.0,True
ferry,1_04,3,4.706601858139038,72.0,True
ferry,1_04,4,5.182068109512329,69.0,True
ferry,1_04,5,4.984352350234985,68.0,True
ferry,1_04,6,5.220940828323364,71.0,True
ferry,1_04,7,5.3074681758880615,69.0,True
ferry,1_04,8,5.20349383354187,68.0,True
ferry,1_04,9,5.409344911575317,68.0,True
ferry,1_05,0,5.819718837738037,77.0,True
ferry,1_05,1,5.823125123977661,75.0,True
ferry,1_05,2,6.657554626464844,76.0,True
ferry,1_05,3,6.440000057220459,80.0,True
ferry,1_05,4,6.211759805679321,77.0,True
ferry,1_05,5,6.536350727081299,77.0,True
ferry,1_05,6,5.300386667251587,80.0,True
ferry,1_05,7,6.167557716369629,75.0,True
ferry,1_05,8,5.535743236541748,82.0,True
ferry,1_05,9,5.856462717056274,77.0,True
ferry,1_06,0,7.859194040298462,89.0,True
ferry,1_06,1,7.312433958053589,89.0,True
ferry,1_06,2,7.253525733947754,92.0,True
ferry,1_06,3,7.899607419967651,96.0,True
ferry,1_06,4,6.2128846645355225,91.0,True
ferry,1_06,5,7.2947564125061035,90.0,True
ferry,1_06,6,7.240349054336548,95.0,True
ferry,1_06,7,7.4976115226745605,91.0,True
ferry,1_06,8,7.642124652862549,93.0,True
ferry,1_06,9,7.916048765182495,92.0,True
ferry,1_07,0,,,False
ferry,1_07,1,,,False
ferry,1_07,2,,,False
ferry,1_07,3,,,False
ferry,1_07,4,,,False
ferry,1_07,5,,,False
ferry,1_07,6,,,False
ferry,1_07,7,,,False
ferry,1_07,8,,,False
ferry,1_07,9,,,False
ferry,1_08,0,,,False
ferry,1_08,1,,,False
ferry,1_08,2,,,False
ferry,1_08,3,,,False
ferry,1_08,4,,,False
ferry,1_08,5,,,False
ferry,1_08,6,,,False
ferry,1_08,7,,,False
ferry,1_08,8,,,False
ferry,1_08,9,,,False
ferry,1_09,0,,,False
ferry,1_09,1,,,False
ferry,1_09,2,,,False
ferry,1_09,3,,,False
ferry,1_09,4,,,False
ferry,1_09,5,,,False
ferry,1_09,6,,,False
ferry,1_09,7,,,False
ferry,1_09,8,,,False
ferry,1_09,9,,,False
ferry,1_10,0,,,False
ferry,1_10,1,,,False
ferry,1_10,2,,,False
ferry,1_10,3,,,False
ferry,1_10,4,,,False
ferry,1_10,5,,,False
ferry,1_10,6,,,False
ferry,1_10,7,,,False
ferry,1_10,8,,,False
ferry,1_10,9,,,False
ferry,1_11,0,,,False
ferry,1_11,1,,,False
ferry,1_11,2,,,False
ferry,1_11,3,,,False
ferry,1_11,4,,,False
ferry,1_11,5,,,False
ferry,1_11,6,,,False
ferry,1_11,7,,,False
ferry,1_11,8,,,False
ferry,1_11,9,,,False
ferry,1_12,0,,,False
ferry,1_12,1,,,False
ferry,1_12,2,,,False
ferry,1_12,3,,,False
ferry,1_12,4,,,False
ferry,1_12,5,,,False
ferry,1_12,6,,,False
ferry,1_12,7,,,False
ferry,1_12,8,,,False
ferry,1_12,9,,,False
ferry,1_13,0,,,False
ferry,1_13,1,,,False
ferry,1_13,2,,,False
ferry,1_13,3,,,False
ferry,1_13,4,,,False
ferry,1_13,5,,,False
ferry,1_13,6,,,False
ferry,1_13,7,,,False
ferry,1_13,8,,,False
ferry,1_13,9,,,False
ferry,1_14,0,,,False
ferry,1_14,1,,,False
ferry,1_14,2,,,False
ferry,1_14,3,,,False
ferry,1_14,4,,,False
ferry,1_14,5,,,False
ferry,1_14,6,,,False
ferry,1_14,7,,,False
ferry,1_14,8,,,False
ferry,1_14,9,,,False
ferry,1_15,0,,,False
ferry,1_15,1,,,False
ferry,1_15,2,,,False
ferry,1_15,3,,,False
ferry,1_15,4,,,False
ferry,1_15,5,,,False
ferry,1_15,6,,,False
ferry,1_15,7,,,False
ferry,1_15,8,,,False
ferry,1_15,9,,,False
ferry,1_16,0,,,False
ferry,1_16,1,,,False
ferry,1_16,2,,,False
ferry,1_16,3,,,False
ferry,1_16,4,,,False
ferry,1_16,5,,,False
ferry,1_16,6,,,False
ferry,1_16,7,,,False
ferry,1_16,8,,,False
ferry,1_16,9,,,False
ferry,1_17,0,,,False
ferry,1_17,1,,,False
ferry,1_17,2,,,False
ferry,1_17,3,,,False
ferry,1_17,4,,,False
ferry,1_17,5,,,False
ferry,1_17,6,,,False
ferry,1_17,7,,,False
ferry,1_17,8,,,False
ferry,1_17,9,,,False
ferry,1_18,0,,,False
ferry,1_18,1,,,False
ferry,1_18,2,,,False
ferry,1_18,3,,,False
ferry,1_18,4,,,False
ferry,1_18,5,,,False
ferry,1_18,6,,,False
